seconds,rr,time,date
32661,1.006,9:04:21 AM,3/31/2022
32662.006,1.006,9:04:22 AM,3/31/2022
32662.979,0.973,9:04:23 AM,3/31/2022
32663.975,0.996,9:04:24 AM,3/31/2022
32665.02,1.045,9:04:25 AM,3/31/2022
32666.12,1.1,9:04:26 AM,3/31/2022
32667.22,1.1,9:04:27 AM,3/31/2022
32668.265,1.045,9:04:28 AM,3/31/2022
32669.261,0.996,9:04:29 AM,3/31/2022
32670.41,1.149,9:04:30 AM,3/31/2022
32671.636,1.226,9:04:32 AM,3/31/2022
32672.841,1.205,9:04:33 AM,3/31/2022
32674.058,1.217,9:04:34 AM,3/31/2022
32675.195,1.137,9:04:35 AM,3/31/2022
32676.292,1.097,9:04:36 AM,3/31/2022
32677.336,1.044,9:04:37 AM,3/31/2022
32678.388,1.052,9:04:38 AM,3/31/2022
32679.421,1.033,9:04:39 AM,3/31/2022
32680.594,1.173,9:04:41 AM,3/31/2022
32681.763,1.169,9:04:42 AM,3/31/2022
32682.921,1.158,9:04:43 AM,3/31/2022
32684.046,1.125,9:04:44 AM,3/31/2022
32685.132,1.086,9:04:45 AM,3/31/2022
32686.128,0.996,9:04:46 AM,3/31/2022
32686.686,0.932,9:04:47 AM,3/31/2022
32688.799,0.903,9:04:49 AM,3/31/2022
32697.999,0.887,9:04:58 AM,3/31/2022
32698.862,0.863,9:04:59 AM,3/31/2022
32699.763,0.901,9:05:00 AM,3/31/2022
32700.948,1.185,9:05:01 AM,3/31/2022
32702.201,1.253,9:05:02 AM,3/31/2022
32703.461,1.26,9:05:03 AM,3/31/2022
32704.706,1.245,9:05:05 AM,3/31/2022
32705.986,1.28,9:05:06 AM,3/31/2022
32707.27,1.284,9:05:07 AM,3/31/2022
32708.539,1.269,9:05:09 AM,3/31/2022
32709.839,1.3,9:05:10 AM,3/31/2022
32711.149,1.31,9:05:11 AM,3/31/2022
32712.497,1.348,9:05:12 AM,3/31/2022
32713.807,1.31,9:05:14 AM,3/31/2022
32715.079,1.272,9:05:15 AM,3/31/2022
32716.355,1.276,9:05:16 AM,3/31/2022
32717.634,1.279,9:05:18 AM,3/31/2022
32718.916,1.282,9:05:19 AM,3/31/2022
32720.249,1.333,9:05:20 AM,3/31/2022
32721.536,1.287,9:05:22 AM,3/31/2022
32722.808,1.272,9:05:23 AM,3/31/2022
32724.136,1.328,9:05:24 AM,3/31/2022
32725.45,1.314,9:05:25 AM,3/31/2022
32726.78,1.33,9:05:27 AM,3/31/2022
32728.035,1.255,9:05:28 AM,3/31/2022
32729.347,1.312,9:05:29 AM,3/31/2022
32730.665,1.318,9:05:31 AM,3/31/2022
32731.942,1.277,9:05:32 AM,3/31/2022
32733.199,1.257,9:05:33 AM,3/31/2022
32734.374,1.175,9:05:34 AM,3/31/2022
32735.531,1.157,9:05:36 AM,3/31/2022
32736.625,1.094,9:05:37 AM,3/31/2022
32737.762,1.137,9:05:38 AM,3/31/2022
32738.919,1.157,9:05:39 AM,3/31/2022
32740.017,1.098,9:05:40 AM,3/31/2022
32741.147,1.13,9:05:41 AM,3/31/2022
32742.247,1.1,9:05:42 AM,3/31/2022
32743.275,1.028,9:05:43 AM,3/31/2022
32744.26,0.985,9:05:44 AM,3/31/2022
32745.205,0.945,9:05:45 AM,3/31/2022
32746.1,0.895,9:05:46 AM,3/31/2022
32747.039,0.939,9:05:47 AM,3/31/2022
32747.956,0.917,9:05:48 AM,3/31/2022
32748.848,0.892,9:05:49 AM,3/31/2022
32749.708,0.86,9:05:50 AM,3/31/2022
32750.541,0.833,9:05:51 AM,3/31/2022
32751.343,0.802,9:05:51 AM,3/31/2022
32752.157,0.814,9:05:52 AM,3/31/2022
32752.984,0.827,9:05:53 AM,3/31/2022
32753.82,0.836,9:05:54 AM,3/31/2022
32754.645,0.825,9:05:55 AM,3/31/2022
32755.529,0.884,9:05:56 AM,3/31/2022
32756.429,0.9,9:05:56 AM,3/31/2022
32757.299,0.87,9:05:57 AM,3/31/2022
32758.201,0.902,9:05:58 AM,3/31/2022
32759.122,0.921,9:05:59 AM,3/31/2022
32760.008,0.886,9:06:00 AM,3/31/2022
32760.929,0.921,9:06:01 AM,3/31/2022
32761.967,1.038,9:06:02 AM,3/31/2022
32762.991,1.024,9:06:03 AM,3/31/2022
32763.99,0.999,9:06:04 AM,3/31/2022
32765.024,1.034,9:06:05 AM,3/31/2022
32766.038,1.014,9:06:06 AM,3/31/2022
32767.06,1.022,9:06:07 AM,3/31/2022
32768.123,1.063,9:06:08 AM,3/31/2022
32769.171,1.048,9:06:09 AM,3/31/2022
32770.264,1.093,9:06:10 AM,3/31/2022
32771.298,1.034,9:06:11 AM,3/31/2022
32772.298,1,9:06:12 AM,3/31/2022
32773.33,1.032,9:06:13 AM,3/31/2022
32774.347,1.017,9:06:14 AM,3/31/2022
32775.396,1.049,9:06:15 AM,3/31/2022
32776.483,1.087,9:06:16 AM,3/31/2022
32777.554,1.071,9:06:18 AM,3/31/2022
32778.564,1.01,9:06:19 AM,3/31/2022
32779.637,1.073,9:06:20 AM,3/31/2022
32780.736,1.099,9:06:21 AM,3/31/2022
32781.794,1.058,9:06:22 AM,3/31/2022
32782.892,1.098,9:06:23 AM,3/31/2022
32784.031,1.139,9:06:24 AM,3/31/2022
32785.151,1.12,9:06:25 AM,3/31/2022
32786.251,1.1,9:06:26 AM,3/31/2022
32787.294,1.043,9:06:27 AM,3/31/2022
32788.341,1.047,9:06:28 AM,3/31/2022
32789.431,1.09,9:06:29 AM,3/31/2022
32790.507,1.076,9:06:31 AM,3/31/2022
32791.613,1.106,9:06:32 AM,3/31/2022
32792.72,1.107,9:06:33 AM,3/31/2022
32793.769,1.049,9:06:34 AM,3/31/2022
32794.806,1.037,9:06:35 AM,3/31/2022
32795.815,1.009,9:06:36 AM,3/31/2022
32796.8,0.985,9:06:37 AM,3/31/2022
32797.808,1.008,9:06:38 AM,3/31/2022
32798.797,0.989,9:06:39 AM,3/31/2022
32799.864,1.067,9:06:40 AM,3/31/2022
32800.874,1.01,9:06:41 AM,3/31/2022
32801.827,0.953,9:06:42 AM,3/31/2022
32802.764,0.937,9:06:43 AM,3/31/2022
32803.693,0.929,9:06:44 AM,3/31/2022
32804.617,0.924,9:06:45 AM,3/31/2022
32805.519,0.902,9:06:46 AM,3/31/2022
32806.409,0.89,9:06:46 AM,3/31/2022
32807.314,0.905,9:06:47 AM,3/31/2022
32808.198,0.884,9:06:48 AM,3/31/2022
32809.104,0.906,9:06:49 AM,3/31/2022
32810.019,0.915,9:06:50 AM,3/31/2022
32810.918,0.899,9:06:51 AM,3/31/2022
32811.839,0.921,9:06:52 AM,3/31/2022
32812.777,0.938,9:06:53 AM,3/31/2022
32813.68,0.903,9:06:54 AM,3/31/2022
32814.606,0.926,9:06:55 AM,3/31/2022
32815.707,1.101,9:06:56 AM,3/31/2022
32816.801,1.094,9:06:57 AM,3/31/2022
32817.891,1.09,9:06:58 AM,3/31/2022
32819,1.109,9:06:59 AM,3/31/2022
32820.069,1.069,9:07:00 AM,3/31/2022
32821.169,1.1,9:07:01 AM,3/31/2022
32822.264,1.095,9:07:02 AM,3/31/2022
32823.231,0.967,9:07:03 AM,3/31/2022
32824.18,0.949,9:07:04 AM,3/31/2022
32825.103,0.923,9:07:05 AM,3/31/2022
32825.973,0.87,9:07:06 AM,3/31/2022
32826.895,0.922,9:07:07 AM,3/31/2022
32827.833,0.938,9:07:08 AM,3/31/2022
