seconds,rr,time,date
32112,1.058,8:55:12 AM,3/11/2022
32113.058,1.058,8:55:13 AM,3/11/2022
32113.972,0.914,8:55:14 AM,3/11/2022
32114.877,0.905,8:55:15 AM,3/11/2022
32115.804,0.927,8:55:16 AM,3/11/2022
32116.718,0.914,8:55:17 AM,3/11/2022
32117.674,0.956,8:55:18 AM,3/11/2022
32118.732,1.058,8:55:19 AM,3/11/2022
32119.866,1.134,8:55:20 AM,3/11/2022
32120.951,1.085,8:55:21 AM,3/11/2022
32122.073,1.122,8:55:22 AM,3/11/2022
32123.226,1.153,8:55:23 AM,3/11/2022
32124.318,1.092,8:55:24 AM,3/11/2022
32125.432,1.114,8:55:25 AM,3/11/2022
32126.691,1.259,8:55:27 AM,3/11/2022
32127.969,1.278,8:55:28 AM,3/11/2022
32129.241,1.272,8:55:29 AM,3/11/2022
32130.432,1.191,8:55:30 AM,3/11/2022
32131.642,1.21,8:55:32 AM,3/11/2022
32132.906,1.264,8:55:33 AM,3/11/2022
32134.054,1.148,8:55:34 AM,3/11/2022
32135.181,1.127,8:55:35 AM,3/11/2022
32136.477,1.296,8:55:36 AM,3/11/2022
32137.861,1.384,8:55:38 AM,3/11/2022
32139.152,1.291,8:55:39 AM,3/11/2022
32140.536,1.384,8:55:41 AM,3/11/2022
32141.933,1.397,8:55:42 AM,3/11/2022
32143.307,1.374,8:55:43 AM,3/11/2022
32144.707,1.4,8:55:45 AM,3/11/2022
32146.112,1.405,8:55:46 AM,3/11/2022
32147.571,1.459,8:55:48 AM,3/11/2022
32149.028,1.457,8:55:49 AM,3/11/2022
32150.472,1.444,8:55:50 AM,3/11/2022
32151.955,1.483,8:55:52 AM,3/11/2022
32153.3,1.345,8:55:53 AM,3/11/2022
32154.567,1.267,8:55:55 AM,3/11/2022
32155.843,1.276,8:55:56 AM,3/11/2022
32157.109,1.266,8:55:57 AM,3/11/2022
32158.159,1.05,8:55:58 AM,3/11/2022
32159.565,1.406,8:56:00 AM,3/11/2022
32160.771,1.206,8:56:01 AM,3/11/2022
32161.966,1.195,8:56:02 AM,3/11/2022
32163.112,1.146,8:56:03 AM,3/11/2022
32164.261,1.149,8:56:04 AM,3/11/2022
32165.395,1.134,8:56:05 AM,3/11/2022
32166.484,1.089,8:56:06 AM,3/11/2022
32167.642,1.158,8:56:08 AM,3/11/2022
32168.876,1.234,8:56:09 AM,3/11/2022
32170.122,1.246,8:56:10 AM,3/11/2022
32171.434,1.312,8:56:11 AM,3/11/2022
32172.772,1.338,8:56:13 AM,3/11/2022
32174.061,1.289,8:56:14 AM,3/11/2022
32175.326,1.265,8:56:15 AM,3/11/2022
32176.632,1.306,8:56:17 AM,3/11/2022
32177.948,1.316,8:56:18 AM,3/11/2022
32179.248,1.3,8:56:19 AM,3/11/2022
32180.567,1.319,8:56:21 AM,3/11/2022
32181.812,1.245,8:56:22 AM,3/11/2022
32183.058,1.246,8:56:23 AM,3/11/2022
32184.269,1.211,8:56:24 AM,3/11/2022
32185.492,1.223,8:56:25 AM,3/11/2022
32186.714,1.222,8:56:27 AM,3/11/2022
32187.872,1.158,8:56:28 AM,3/11/2022
32189.04,1.168,8:56:29 AM,3/11/2022
32190.218,1.178,8:56:30 AM,3/11/2022
32191.344,1.126,8:56:31 AM,3/11/2022
32192.461,1.117,8:56:32 AM,3/11/2022
32193.57,1.109,8:56:34 AM,3/11/2022
32194.651,1.081,8:56:35 AM,3/11/2022
32195.788,1.137,8:56:36 AM,3/11/2022
32196.935,1.147,8:56:37 AM,3/11/2022
32198.099,1.164,8:56:38 AM,3/11/2022
32199.346,1.247,8:56:39 AM,3/11/2022
32200.588,1.242,8:56:41 AM,3/11/2022
32201.868,1.28,8:56:42 AM,3/11/2022
32203.117,1.249,8:56:43 AM,3/11/2022
32204.31,1.193,8:56:44 AM,3/11/2022
32205.506,1.196,8:56:46 AM,3/11/2022
32206.654,1.148,8:56:47 AM,3/11/2022
32207.812,1.158,8:56:48 AM,3/11/2022
32208.961,1.149,8:56:49 AM,3/11/2022
32210.098,1.137,8:56:50 AM,3/11/2022
32211.212,1.114,8:56:51 AM,3/11/2022
32212.341,1.129,8:56:52 AM,3/11/2022
32213.479,1.138,8:56:53 AM,3/11/2022
32214.587,1.108,8:56:55 AM,3/11/2022
32215.673,1.086,8:56:56 AM,3/11/2022
32216.742,1.069,8:56:57 AM,3/11/2022
32217.777,1.035,8:56:58 AM,3/11/2022
32218.759,0.982,8:56:59 AM,3/11/2022
32219.69,0.931,8:57:00 AM,3/11/2022
32220.6,0.91,8:57:01 AM,3/11/2022
32221.501,0.901,8:57:02 AM,3/11/2022
32222.386,0.885,8:57:02 AM,3/11/2022
32223.249,0.863,8:57:03 AM,3/11/2022
32224.094,0.845,8:57:04 AM,3/11/2022
32224.926,0.832,8:57:05 AM,3/11/2022
32225.758,0.832,8:57:06 AM,3/11/2022
32226.591,0.833,8:57:07 AM,3/11/2022
32227.42,0.829,8:57:07 AM,3/11/2022
32228.253,0.833,8:57:08 AM,3/11/2022
32229.085,0.832,8:57:09 AM,3/11/2022
32229.906,0.821,8:57:10 AM,3/11/2022
32230.727,0.821,8:57:11 AM,3/11/2022
32231.538,0.811,8:57:12 AM,3/11/2022
32232.321,0.783,8:57:12 AM,3/11/2022
32233.097,0.776,8:57:13 AM,3/11/2022
32233.882,0.785,8:57:14 AM,3/11/2022
32234.671,0.789,8:57:15 AM,3/11/2022
32235.463,0.792,8:57:15 AM,3/11/2022
32236.254,0.791,8:57:16 AM,3/11/2022
32237.073,0.819,8:57:17 AM,3/11/2022
32237.904,0.831,8:57:18 AM,3/11/2022
32238.733,0.829,8:57:19 AM,3/11/2022
32239.581,0.848,8:57:20 AM,3/11/2022
32240.424,0.843,8:57:20 AM,3/11/2022
32241.256,0.832,8:57:21 AM,3/11/2022
32242.08,0.824,8:57:22 AM,3/11/2022
32242.902,0.822,8:57:23 AM,3/11/2022
32243.713,0.811,8:57:24 AM,3/11/2022
32244.54,0.827,8:57:25 AM,3/11/2022
32245.439,0.899,8:57:25 AM,3/11/2022
32246.486,1.047,8:57:26 AM,3/11/2022
32247.603,1.117,8:57:28 AM,3/11/2022
32248.844,1.241,8:57:29 AM,3/11/2022
32249.973,1.129,8:57:30 AM,3/11/2022
32251.063,1.09,8:57:31 AM,3/11/2022
32252.086,1.023,8:57:32 AM,3/11/2022
32253.055,0.969,8:57:33 AM,3/11/2022
32253.96,0.905,8:57:34 AM,3/11/2022
32254.868,0.908,8:57:35 AM,3/11/2022
32255.792,0.924,8:57:36 AM,3/11/2022
32256.789,0.997,8:57:37 AM,3/11/2022
32257.919,1.13,8:57:38 AM,3/11/2022
32258.99,1.071,8:57:39 AM,3/11/2022
32260.18,1.19,8:57:40 AM,3/11/2022
32261.297,1.117,8:57:41 AM,3/11/2022
32262.362,1.065,8:57:42 AM,3/11/2022
32263.424,1.062,8:57:43 AM,3/11/2022
32264.432,1.008,8:57:44 AM,3/11/2022
32265.434,1.002,8:57:45 AM,3/11/2022
