date,time,seconds,rr
12/4/2012,10:36:25 AM,11088.274,0.691
12/4/2012,10:36:26 AM,11089.017,0.743
12/4/2012,10:36:27 AM,11089.742,0.725
12/4/2012,10:36:27 AM,11090.472,0.73
12/4/2012,10:36:28 AM,11091.215,0.743
12/4/2012,10:36:29 AM,11091.939,0.724
12/4/2012,10:36:30 AM,11092.641,0.702
12/4/2012,10:36:30 AM,11093.319,0.678
12/4/2012,10:36:31 AM,11093.985,0.666
12/4/2012,10:36:32 AM,11094.656,0.671
12/4/2012,10:36:32 AM,11095.319,0.663
12/4/2012,10:36:33 AM,11095.97,0.651
12/4/2012,10:36:34 AM,11096.63,0.66
12/4/2012,10:36:34 AM,11097.294,0.664
12/4/2012,10:36:35 AM,11097.958,0.664
12/4/2012,10:36:36 AM,11098.602,0.644
12/4/2012,10:36:36 AM,11099.276,0.674
12/4/2012,10:36:37 AM,11099.96,0.684
12/4/2012,10:36:38 AM,11100.647,0.687
12/4/2012,10:36:38 AM,11101.344,0.697
12/4/2012,10:36:39 AM,11102.05,0.706
12/4/2012,10:36:40 AM,11102.737,0.687
12/4/2012,10:36:40 AM,11103.418,0.681
12/4/2012,10:36:41 AM,11104.117,0.699
12/4/2012,10:36:42 AM,11104.814,0.697
12/4/2012,10:36:43 AM,11105.544,0.73
12/4/2012,10:36:43 AM,11106.287,0.743
12/4/2012,10:36:44 AM,11107.068,0.781
12/4/2012,10:36:45 AM,11107.871,0.803
12/4/2012,10:36:46 AM,11108.665,0.794
12/4/2012,10:36:46 AM,11109.424,0.759
12/4/2012,10:36:47 AM,11110.153,0.729
12/4/2012,10:36:48 AM,11110.904,0.751
12/4/2012,10:36:49 AM,11111.659,0.755
12/4/2012,10:36:49 AM,11112.438,0.779
12/4/2012,10:36:50 AM,11113.205,0.767
12/4/2012,10:36:51 AM,11114.034,0.829
12/4/2012,10:36:52 AM,11114.881,0.847
12/4/2012,10:36:53 AM,11115.725,0.844
12/4/2012,10:36:54 AM,11116.591,0.866
12/4/2012,10:36:54 AM,11117.47,0.879
12/4/2012,10:36:55 AM,11118.287,0.817
12/4/2012,10:36:56 AM,11119.113,0.826
12/4/2012,10:36:57 AM,11119.925,0.812
12/4/2012,10:36:58 AM,11120.71,0.785
12/4/2012,10:36:59 AM,11121.515,0.805
12/4/2012,10:36:59 AM,11122.339,0.824
12/4/2012,10:37:00 AM,11123.102,0.763
12/4/2012,10:37:01 AM,11123.862,0.76
12/4/2012,10:37:02 AM,11124.62,0.758
12/4/2012,10:37:02 AM,11125.399,0.779
12/4/2012,10:37:03 AM,11126.194,0.795
12/4/2012,10:37:04 AM,11126.974,0.78
12/4/2012,10:37:05 AM,11127.691,0.717
12/4/2012,10:37:05 AM,11128.39,0.699
12/4/2012,10:37:06 AM,11129.117,0.727
12/4/2012,10:37:07 AM,11129.882,0.765
12/4/2012,10:37:08 AM,11130.714,0.832
12/4/2012,10:37:09 AM,11131.591,0.877
12/4/2012,10:37:09 AM,11132.466,0.875
12/4/2012,10:37:10 AM,11133.292,0.826
12/4/2012,10:37:11 AM,11134.061,0.769
12/4/2012,10:37:12 AM,11134.807,0.746
12/4/2012,10:37:13 AM,11135.559,0.752
12/4/2012,10:37:13 AM,11136.309,0.75
12/4/2012,10:37:14 AM,11137.087,0.778
12/4/2012,10:37:15 AM,11137.921,0.834
12/4/2012,10:37:16 AM,11138.786,0.865
12/4/2012,10:37:17 AM,11139.642,0.856
12/4/2012,10:37:18 AM,11140.544,0.902
12/4/2012,10:37:18 AM,11141.446,0.902
12/4/2012,10:37:19 AM,11142.295,0.849
12/4/2012,10:37:20 AM,11143.167,0.872
12/4/2012,10:37:21 AM,11144.018,0.851
12/4/2012,10:37:22 AM,11144.838,0.82
12/4/2012,10:37:23 AM,11145.708,0.87
12/4/2012,10:37:24 AM,11146.585,0.877
12/4/2012,10:37:24 AM,11147.433,0.848
12/4/2012,10:37:25 AM,11148.292,0.859
12/4/2012,10:37:26 AM,11149.123,0.831
12/4/2012,10:37:27 AM,11149.936,0.813
12/4/2012,10:37:28 AM,11150.789,0.853
12/4/2012,10:37:29 AM,11151.671,0.882
12/4/2012,10:37:29 AM,11152.5,0.829
12/4/2012,10:37:30 AM,11153.371,0.871
12/4/2012,10:37:31 AM,11154.22,0.849
12/4/2012,10:37:32 AM,11155.033,0.813
12/4/2012,10:37:33 AM,11155.848,0.815
12/4/2012,10:37:34 AM,11156.638,0.79
12/4/2012,10:37:34 AM,11157.451,0.813
12/4/2012,10:37:35 AM,11158.247,0.796
12/4/2012,10:37:36 AM,11159.032,0.785
12/4/2012,10:37:37 AM,11159.826,0.794
12/4/2012,10:37:38 AM,11160.626,0.8
12/4/2012,10:37:38 AM,11161.423,0.797
12/4/2012,10:37:39 AM,11162.212,0.789
12/4/2012,10:37:40 AM,11163.018,0.806
12/4/2012,10:37:41 AM,11163.81,0.792
12/4/2012,10:37:42 AM,11164.61,0.8
12/4/2012,10:37:42 AM,11165.417,0.807
12/4/2012,10:37:43 AM,11166.274,0.857
12/4/2012,10:37:44 AM,11167.102,0.828
12/4/2012,10:37:45 AM,11167.963,0.861
12/4/2012,10:37:46 AM,11168.807,0.844
12/4/2012,10:37:47 AM,11169.612,0.805
12/4/2012,10:37:47 AM,11170.429,0.817
12/4/2012,10:37:48 AM,11171.233,0.804
12/4/2012,10:37:49 AM,11171.979,0.746
12/4/2012,10:37:50 AM,11172.729,0.75
12/4/2012,10:37:51 AM,11173.501,0.772
12/4/2012,10:37:51 AM,11174.296,0.795
12/4/2012,10:37:52 AM,11175.094,0.798
12/4/2012,10:37:53 AM,11175.869,0.775
12/4/2012,10:37:54 AM,11176.674,0.805
12/4/2012,10:37:54 AM,11177.468,0.794
12/4/2012,10:37:55 AM,11178.261,0.793
12/4/2012,10:37:56 AM,11179.025,0.764
12/4/2012,10:37:57 AM,11179.753,0.728
12/4/2012,10:37:57 AM,11180.479,0.726
12/4/2012,10:37:58 AM,11181.196,0.717
12/4/2012,10:37:59 AM,11181.919,0.723
12/4/2012,10:38:00 AM,11182.649,0.73
12/4/2012,10:38:00 AM,11183.385,0.736
12/4/2012,10:38:01 AM,11184.113,0.728
12/4/2012,10:38:02 AM,11184.847,0.734
12/4/2012,10:38:03 AM,11185.575,0.728
12/4/2012,10:38:03 AM,11186.273,0.698
12/4/2012,10:38:04 AM,11186.986,0.713
12/4/2012,10:38:05 AM,11187.716,0.73
12/4/2012,10:38:05 AM,11188.469,0.753
12/4/2012,10:38:06 AM,11189.211,0.742
12/4/2012,10:38:07 AM,11189.991,0.78
12/4/2012,10:38:08 AM,11190.823,0.832
12/4/2012,10:38:09 AM,11191.715,0.892
12/4/2012,10:38:10 AM,11192.569,0.854
12/4/2012,10:38:10 AM,11193.473,0.904
12/4/2012,10:38:11 AM,11194.37,0.897
12/4/2012,10:38:12 AM,11195.2,0.83
12/4/2012,10:38:13 AM,11196.062,0.862
12/4/2012,10:38:14 AM,11196.909,0.847
12/4/2012,10:38:15 AM,11197.747,0.838
12/4/2012,10:38:16 AM,11198.623,0.876
12/4/2012,10:38:17 AM,11199.526,0.903
12/4/2012,10:38:17 AM,11200.394,0.868
12/4/2012,10:38:18 AM,11201.302,0.908
12/4/2012,10:38:19 AM,11202.236,0.934
12/4/2012,10:38:20 AM,11203.094,0.858
12/4/2012,10:38:21 AM,11203.994,0.9
12/4/2012,10:38:22 AM,11204.912,0.918
12/4/2012,10:38:23 AM,11205.766,0.854
12/4/2012,10:38:24 AM,11206.656,0.89
12/4/2012,10:38:25 AM,11207.583,0.927
12/4/2012,10:38:25 AM,11208.454,0.871
12/4/2012,10:38:26 AM,11209.348,0.894
12/4/2012,10:38:27 AM,11210.263,0.915
12/4/2012,10:38:28 AM,11211.203,0.94
12/4/2012,10:38:29 AM,11212.175,0.972
12/4/2012,10:38:30 AM,11213.2,1.025
12/4/2012,10:38:31 AM,11214.177,0.977
12/4/2012,10:38:32 AM,11215.097,0.92
12/4/2012,10:38:33 AM,11216.024,0.927
12/4/2012,10:38:34 AM,11216.897,0.873
12/4/2012,10:38:35 AM,11217.71,0.813
12/4/2012,10:38:36 AM,11218.555,0.845
12/4/2012,10:38:36 AM,11219.461,0.906
12/4/2012,10:38:37 AM,11220.367,0.906
12/4/2012,10:38:38 AM,11221.309,0.942
12/4/2012,10:38:39 AM,11222.295,0.986
12/4/2012,10:38:40 AM,11223.215,0.92
12/4/2012,10:38:41 AM,11224.153,0.938
12/4/2012,10:38:42 AM,11225.07,0.917
12/4/2012,10:38:43 AM,11225.921,0.851
12/4/2012,10:38:44 AM,11226.801,0.88
12/4/2012,10:38:45 AM,11227.684,0.883
12/4/2012,10:38:46 AM,11228.538,0.854
12/4/2012,10:38:46 AM,11229.456,0.918
12/4/2012,10:38:47 AM,11230.365,0.909
12/4/2012,10:38:48 AM,11231.253,0.888
12/4/2012,10:38:49 AM,11232.178,0.925
12/4/2012,10:38:50 AM,11233.078,0.9
12/4/2012,10:38:51 AM,11233.937,0.859
12/4/2012,10:38:52 AM,11234.849,0.912
12/4/2012,10:38:53 AM,11235.784,0.935
12/4/2012,10:38:54 AM,11236.668,0.884
12/4/2012,10:38:55 AM,11237.626,0.958
12/4/2012,10:38:56 AM,11238.649,1.023
12/4/2012,10:38:57 AM,11239.537,0.888
12/4/2012,10:38:57 AM,11240.459,0.922
12/4/2012,10:38:58 AM,11241.411,0.952
12/4/2012,10:38:59 AM,11242.287,0.876
12/4/2012,10:39:00 AM,11243.23,0.943
12/4/2012,10:39:01 AM,11244.22,0.99
12/4/2012,10:39:02 AM,11245.131,0.911
12/4/2012,10:39:03 AM,11246.101,0.97
12/4/2012,10:39:04 AM,11247.074,0.973
12/4/2012,10:39:05 AM,11247.979,0.905
12/4/2012,10:39:06 AM,11248.958,0.979
12/4/2012,10:39:07 AM,11249.991,1.033
12/4/2012,10:39:08 AM,11250.897,0.906
12/4/2012,10:39:09 AM,11251.767,0.87
12/4/2012,10:39:10 AM,11252.639,0.872
12/4/2012,10:39:11 AM,11253.503,0.864
12/4/2012,10:39:11 AM,11254.408,0.905
12/4/2012,10:39:12 AM,11255.286,0.878
12/4/2012,10:39:13 AM,11256.26,0.974
12/4/2012,10:39:14 AM,11257.386,1.126
12/4/2012,10:39:15 AM,11258.406,1.02
12/4/2012,10:39:16 AM,11259.407,1.001
12/4/2012,10:39:17 AM,11260.371,0.964
12/4/2012,10:39:18 AM,11261.227,0.856
12/4/2012,10:39:19 AM,11262.13,0.903
12/4/2012,10:39:20 AM,11263.037,0.907
12/4/2012,10:39:21 AM,11263.948,0.911
12/4/2012,10:39:22 AM,11264.873,0.925
12/4/2012,10:39:23 AM,11265.84,0.967
12/4/2012,10:39:24 AM,11266.792,0.952
12/4/2012,10:39:25 AM,11267.672,0.88
12/4/2012,10:39:26 AM,11268.594,0.922
12/4/2012,10:39:27 AM,11269.602,1.008
12/4/2012,10:39:28 AM,11270.593,0.991
12/4/2012,10:39:29 AM,11271.585,0.992
12/4/2012,10:39:30 AM,11272.577,0.992
12/4/2012,10:39:30 AM,11273.457,0.88
12/4/2012,10:39:31 AM,11274.32,0.863
12/4/2012,10:39:32 AM,11275.236,0.916
12/4/2012,10:39:33 AM,11276.266,1.03
12/4/2012,10:39:34 AM,11277.254,0.988
12/4/2012,10:39:35 AM,11278.262,1.008
12/4/2012,10:39:36 AM,11279.333,1.071
12/4/2012,10:39:37 AM,11280.418,1.085
12/4/2012,10:39:39 AM,11281.51,1.092
12/4/2012,10:39:40 AM,11282.579,1.069
12/4/2012,10:39:41 AM,11283.546,0.967
12/4/2012,10:39:41 AM,11284.453,0.907
12/4/2012,10:39:42 AM,11285.444,0.991
12/4/2012,10:39:44 AM,11286.52,1.076
12/4/2012,10:39:45 AM,11287.599,1.079
12/4/2012,10:39:46 AM,11288.769,1.17
12/4/2012,10:39:47 AM,11289.881,1.112
12/4/2012,10:39:48 AM,11290.821,0.94
12/4/2012,10:39:49 AM,11291.741,0.92
12/4/2012,10:39:50 AM,11292.696,0.955
12/4/2012,10:39:51 AM,11293.585,0.889
12/4/2012,10:39:52 AM,11294.511,0.926
12/4/2012,10:39:52 AM,11295.455,0.944
12/4/2012,10:39:53 AM,11296.31,0.855
12/4/2012,10:39:54 AM,11297.182,0.872
12/4/2012,10:39:55 AM,11298.113,0.931
12/4/2012,10:39:56 AM,11299.095,0.982
12/4/2012,10:39:57 AM,11299.975,0.88
12/4/2012,10:39:58 AM,11300.86,0.885
12/4/2012,10:39:59 AM,11301.686,0.826
12/4/2012,10:39:59 AM,11302.461,0.775
12/4/2012,10:40:00 AM,11303.253,0.792
12/4/2012,10:40:01 AM,11304.063,0.81
12/4/2012,10:40:02 AM,11304.865,0.802
12/4/2012,10:40:03 AM,11305.682,0.817
12/4/2012,10:40:04 AM,11306.517,0.835
12/4/2012,10:40:04 AM,11307.379,0.862
12/4/2012,10:40:05 AM,11308.217,0.838
12/4/2012,10:40:06 AM,11309.06,0.843
12/4/2012,10:40:07 AM,11309.927,0.867
12/4/2012,10:40:08 AM,11310.783,0.856
12/4/2012,10:40:09 AM,11311.642,0.859
12/4/2012,10:40:10 AM,11312.527,0.885
12/4/2012,10:40:10 AM,11313.435,0.908
12/4/2012,10:40:11 AM,11314.345,0.91
12/4/2012,10:40:12 AM,11315.289,0.944
12/4/2012,10:40:13 AM,11316.226,0.937
12/4/2012,10:40:14 AM,11317.115,0.889
12/4/2012,10:40:15 AM,11318.019,0.904
12/4/2012,10:40:16 AM,11318.957,0.938
12/4/2012,10:40:17 AM,11319.86,0.903
12/4/2012,10:40:18 AM,11320.754,0.894
12/4/2012,10:40:19 AM,11321.695,0.941
12/4/2012,10:40:20 AM,11322.641,0.946
12/4/2012,10:40:21 AM,11323.652,1.011
12/4/2012,10:40:22 AM,11324.742,1.09
12/4/2012,10:40:23 AM,11325.808,1.066
12/4/2012,10:40:24 AM,11326.834,1.026
12/4/2012,10:40:25 AM,11327.871,1.037
12/4/2012,10:40:26 AM,11328.95,1.079
12/4/2012,10:40:27 AM,11329.977,1.027
12/4/2012,10:40:28 AM,11330.965,0.988
12/4/2012,10:40:29 AM,11331.922,0.957
12/4/2012,10:40:30 AM,11332.814,0.892
12/4/2012,10:40:31 AM,11333.612,0.798
12/4/2012,10:40:31 AM,11334.388,0.776
12/4/2012,10:40:32 AM,11335.223,0.835
12/4/2012,10:40:33 AM,11336.135,0.912
12/4/2012,10:40:34 AM,11337.138,1.003
12/4/2012,10:40:35 AM,11338.177,1.039
12/4/2012,10:40:36 AM,11339.177,1
12/4/2012,10:40:37 AM,11340.093,0.916
12/4/2012,10:40:38 AM,11340.95,0.857
12/4/2012,10:40:39 AM,11341.773,0.823
12/4/2012,10:40:40 AM,11342.551,0.778
12/4/2012,10:40:40 AM,11343.366,0.815
12/4/2012,10:40:41 AM,11344.249,0.883
12/4/2012,10:40:42 AM,11345.397,1.148
12/4/2012,10:40:44 AM,11346.557,1.16
12/4/2012,10:40:45 AM,11347.729,1.172
12/4/2012,10:40:46 AM,11348.84,1.111
12/4/2012,10:40:47 AM,11349.881,1.041
12/4/2012,10:40:48 AM,11350.871,0.99
12/4/2012,10:40:49 AM,11351.765,0.894
12/4/2012,10:40:50 AM,11352.644,0.879
12/4/2012,10:40:51 AM,11353.59,0.946
12/4/2012,10:40:52 AM,11354.587,0.997
12/4/2012,10:40:53 AM,11355.538,0.951
12/4/2012,10:40:54 AM,11356.514,0.976
12/4/2012,10:40:55 AM,11357.51,0.996
12/4/2012,10:40:55 AM,11358.452,0.942
12/4/2012,10:40:56 AM,11359.4,0.948
12/4/2012,10:40:57 AM,11360.328,0.928
12/4/2012,10:40:58 AM,11361.236,0.908
12/4/2012,10:40:59 AM,11362.165,0.929
12/4/2012,10:41:00 AM,11363.095,0.93
12/4/2012,10:41:01 AM,11363.938,0.843
12/4/2012,10:41:02 AM,11364.758,0.82
12/4/2012,10:41:03 AM,11365.544,0.786
12/4/2012,10:41:03 AM,11366.329,0.785
12/4/2012,10:41:04 AM,11367.135,0.806
12/4/2012,10:41:05 AM,11367.969,0.834
12/4/2012,10:41:06 AM,11368.854,0.885
12/4/2012,10:41:07 AM,11369.748,0.894
12/4/2012,10:41:08 AM,11370.676,0.928
12/4/2012,10:41:09 AM,11371.616,0.94
12/4/2012,10:41:10 AM,11372.515,0.899
12/4/2012,10:41:10 AM,11373.418,0.903
12/4/2012,10:41:11 AM,11374.322,0.904
12/4/2012,10:41:12 AM,11375.248,0.926
12/4/2012,10:41:13 AM,11376.151,0.903
12/4/2012,10:41:14 AM,11377.078,0.927
12/4/2012,10:41:15 AM,11378.06,0.982
12/4/2012,10:41:16 AM,11379.065,1.005
12/4/2012,10:41:17 AM,11380.124,1.059
12/4/2012,10:41:18 AM,11381.201,1.077
12/4/2012,10:41:19 AM,11382.165,0.964
12/4/2012,10:41:20 AM,11383.128,0.963
12/4/2012,10:41:21 AM,11384.125,0.997
12/4/2012,10:41:22 AM,11385.095,0.97
12/4/2012,10:41:23 AM,11386.132,1.037
12/4/2012,10:41:24 AM,11387.277,1.145
12/4/2012,10:41:25 AM,11388.465,1.188
12/4/2012,10:41:27 AM,11389.649,1.184
12/4/2012,10:41:28 AM,11390.768,1.119
12/4/2012,10:41:29 AM,11391.828,1.06
12/4/2012,10:41:30 AM,11392.909,1.081
12/4/2012,10:41:31 AM,11393.984,1.075
12/4/2012,10:41:32 AM,11394.96,0.976
12/4/2012,10:41:33 AM,11395.977,1.017
12/4/2012,10:41:34 AM,11397,1.023
12/4/2012,10:41:35 AM,11398.066,1.066
12/4/2012,10:41:36 AM,11399.064,0.998
12/4/2012,10:41:37 AM,11400.108,1.044
12/4/2012,10:41:38 AM,11401.172,1.064
12/4/2012,10:41:39 AM,11402.076,0.904
12/4/2012,10:41:40 AM,11402.981,0.905
12/4/2012,10:41:41 AM,11403.901,0.92
12/4/2012,10:41:42 AM,11404.796,0.895
12/4/2012,10:41:43 AM,11405.758,0.962
12/4/2012,10:41:44 AM,11406.826,1.068
12/4/2012,10:41:45 AM,11407.881,1.055
12/4/2012,10:41:46 AM,11408.947,1.066
12/4/2012,10:41:47 AM,11409.964,1.017
12/4/2012,10:41:48 AM,11410.913,0.949
12/4/2012,10:41:49 AM,11411.881,0.968
12/4/2012,10:41:50 AM,11412.868,0.987
12/4/2012,10:41:51 AM,11413.822,0.954
12/4/2012,10:41:52 AM,11414.792,0.97
12/4/2012,10:41:53 AM,11415.805,1.013
12/4/2012,10:41:54 AM,11416.766,0.961
12/4/2012,10:41:55 AM,11417.745,0.979
12/4/2012,10:41:56 AM,11418.734,0.989
12/4/2012,10:41:57 AM,11419.688,0.954
12/4/2012,10:41:58 AM,11420.637,0.949
12/4/2012,10:41:59 AM,11421.523,0.886
12/4/2012,10:41:59 AM,11422.328,0.805
12/4/2012,10:42:00 AM,11423.154,0.826
12/4/2012,10:42:01 AM,11424.012,0.858
12/4/2012,10:42:02 AM,11424.872,0.86
12/4/2012,10:42:03 AM,11425.791,0.919
12/4/2012,10:42:04 AM,11426.741,0.95
12/4/2012,10:42:05 AM,11427.622,0.881
12/4/2012,10:42:06 AM,11428.507,0.885
12/4/2012,10:42:06 AM,11429.387,0.88
12/4/2012,10:42:07 AM,11430.209,0.822
12/4/2012,10:42:08 AM,11431.001,0.792
12/4/2012,10:42:09 AM,11431.791,0.79
12/4/2012,10:42:10 AM,11432.594,0.803
12/4/2012,10:42:10 AM,11433.399,0.805
12/4/2012,10:42:11 AM,11434.26,0.861
12/4/2012,10:42:12 AM,11435.155,0.895
12/4/2012,10:42:13 AM,11436.077,0.922
12/4/2012,10:42:14 AM,11436.957,0.88
12/4/2012,10:42:15 AM,11437.893,0.936
12/4/2012,10:42:16 AM,11438.815,0.922
12/4/2012,10:42:17 AM,11439.709,0.894
12/4/2012,10:42:18 AM,11440.598,0.889
12/4/2012,10:42:19 AM,11441.539,0.941
12/4/2012,10:42:20 AM,11442.512,0.973
12/4/2012,10:42:20 AM,11443.414,0.902
12/4/2012,10:42:21 AM,11444.337,0.923
12/4/2012,10:42:22 AM,11445.271,0.934
12/4/2012,10:42:23 AM,11446.155,0.884
12/4/2012,10:42:24 AM,11447.136,0.981
12/4/2012,10:42:25 AM,11448.333,1.197
12/4/2012,10:42:27 AM,11449.57,1.237
12/4/2012,10:42:28 AM,11450.8,1.23
12/4/2012,10:42:29 AM,11451.966,1.166
12/4/2012,10:42:30 AM,11453.054,1.088
12/4/2012,10:42:31 AM,11454.163,1.109
12/4/2012,10:42:32 AM,11455.27,1.107
12/4/2012,10:42:33 AM,11456.337,1.067
12/4/2012,10:42:34 AM,11457.473,1.136
12/4/2012,10:42:36 AM,11458.571,1.098
12/4/2012,10:42:37 AM,11459.683,1.112
12/4/2012,10:42:38 AM,11460.808,1.125
12/4/2012,10:42:39 AM,11461.832,1.024
12/4/2012,10:42:40 AM,11462.867,1.035
12/4/2012,10:42:41 AM,11463.912,1.045
12/4/2012,10:42:42 AM,11464.874,0.962
12/4/2012,10:42:43 AM,11465.713,0.839
12/4/2012,10:42:44 AM,11466.541,0.828
12/4/2012,10:42:44 AM,11467.42,0.879
12/4/2012,10:42:45 AM,11468.349,0.929
12/4/2012,10:42:46 AM,11469.355,1.006
12/4/2012,10:42:47 AM,11470.487,1.132
12/4/2012,10:42:49 AM,11471.559,1.072
12/4/2012,10:42:50 AM,11472.597,1.038
12/4/2012,10:42:51 AM,11473.637,1.04
12/4/2012,10:42:52 AM,11474.532,0.895
12/4/2012,10:42:52 AM,11475.456,0.924
12/4/2012,10:42:53 AM,11476.381,0.925
12/4/2012,10:42:54 AM,11477.271,0.89
12/4/2012,10:42:55 AM,11478.208,0.937
12/4/2012,10:42:56 AM,11479.282,1.074
12/4/2012,10:42:57 AM,11480.5,1.218
12/4/2012,10:42:59 AM,11481.688,1.188
12/4/2012,10:43:00 AM,11482.804,1.116
12/4/2012,10:43:01 AM,11483.73,0.926
12/4/2012,10:43:02 AM,11484.608,0.878
12/4/2012,10:43:02 AM,11485.451,0.843
12/4/2012,10:43:03 AM,11486.3,0.849
12/4/2012,10:43:04 AM,11487.122,0.822
12/4/2012,10:43:05 AM,11487.965,0.843
12/4/2012,10:43:06 AM,11488.844,0.879
12/4/2012,10:43:07 AM,11489.775,0.931
12/4/2012,10:43:08 AM,11490.641,0.866
12/4/2012,10:43:09 AM,11491.541,0.9
12/4/2012,10:43:09 AM,11492.427,0.886
12/4/2012,10:43:10 AM,11493.272,0.845
12/4/2012,10:43:11 AM,11494.109,0.837
12/4/2012,10:43:12 AM,11494.953,0.844
12/4/2012,10:43:13 AM,11495.804,0.851
12/4/2012,10:43:14 AM,11496.579,0.775
12/4/2012,10:43:14 AM,11497.374,0.795
12/4/2012,10:43:15 AM,11498.161,0.787
12/4/2012,10:43:16 AM,11498.954,0.793
12/4/2012,10:43:17 AM,11499.785,0.831
12/4/2012,10:43:18 AM,11500.663,0.878
12/4/2012,10:43:19 AM,11501.541,0.878
12/4/2012,10:43:19 AM,11502.382,0.841
12/4/2012,10:43:20 AM,11503.167,0.785
12/4/2012,10:43:21 AM,11503.972,0.805
12/4/2012,10:43:22 AM,11504.783,0.811
12/4/2012,10:43:23 AM,11505.608,0.825
12/4/2012,10:43:23 AM,11506.448,0.84
12/4/2012,10:43:24 AM,11507.321,0.873
12/4/2012,10:43:25 AM,11508.222,0.901
12/4/2012,10:43:26 AM,11509.131,0.909
12/4/2012,10:43:27 AM,11510.033,0.902
12/4/2012,10:43:28 AM,11510.846,0.813
12/4/2012,10:43:29 AM,11511.651,0.805
12/4/2012,10:43:29 AM,11512.465,0.814
12/4/2012,10:43:30 AM,11513.288,0.823
12/4/2012,10:43:31 AM,11514.118,0.83
12/4/2012,10:43:32 AM,11514.989,0.871
12/4/2012,10:43:33 AM,11515.85,0.861
12/4/2012,10:43:34 AM,11516.674,0.824
12/4/2012,10:43:34 AM,11517.493,0.819
12/4/2012,10:43:35 AM,11518.3,0.807
12/4/2012,10:43:36 AM,11519.127,0.827
12/4/2012,10:43:37 AM,11519.94,0.813
12/4/2012,10:43:38 AM,11520.798,0.858
12/4/2012,10:43:39 AM,11521.676,0.878
12/4/2012,10:43:40 AM,11522.543,0.867
12/4/2012,10:43:40 AM,11523.393,0.85
12/4/2012,10:43:41 AM,11524.283,0.89
12/4/2012,10:43:42 AM,11525.185,0.902
12/4/2012,10:43:43 AM,11526.063,0.878
12/4/2012,10:43:44 AM,11526.983,0.92
12/4/2012,10:43:45 AM,11527.966,0.983
12/4/2012,10:43:46 AM,11529.047,1.081
12/4/2012,10:43:47 AM,11530.038,0.991
12/4/2012,10:43:48 AM,11531.028,0.99
12/4/2012,10:43:49 AM,11532.084,1.056
12/4/2012,10:43:50 AM,11533.094,1.01
12/4/2012,10:43:51 AM,11534.059,0.965
12/4/2012,10:43:52 AM,11535.136,1.077
12/4/2012,10:43:53 AM,11536.221,1.085
12/4/2012,10:43:54 AM,11537.104,0.883
12/4/2012,10:43:55 AM,11537.945,0.841
12/4/2012,10:43:56 AM,11538.743,0.798
12/4/2012,10:43:57 AM,11539.563,0.82
12/4/2012,10:43:57 AM,11540.436,0.873
12/4/2012,10:43:58 AM,11541.388,0.952
12/4/2012,10:43:59 AM,11542.404,1.016
12/4/2012,10:44:00 AM,11543.403,0.999
12/4/2012,10:44:01 AM,11544.274,0.871
12/4/2012,10:44:02 AM,11545.129,0.855
12/4/2012,10:44:03 AM,11545.988,0.859
12/4/2012,10:44:04 AM,11546.882,0.894
12/4/2012,10:44:05 AM,11547.763,0.881
12/4/2012,10:44:06 AM,11548.762,0.999
12/4/2012,10:44:07 AM,11549.889,1.127
12/4/2012,10:44:08 AM,11551.071,1.182
12/4/2012,10:44:09 AM,11552.33,1.259
12/4/2012,10:44:10 AM,11553.481,1.151
12/4/2012,10:44:11 AM,11554.435,0.954
12/4/2012,10:44:12 AM,11555.285,0.85
12/4/2012,10:44:13 AM,11556.18,0.895
12/4/2012,10:44:14 AM,11557.149,0.969
12/4/2012,10:44:15 AM,11558.157,1.008
12/4/2012,10:44:16 AM,11559.46,1.303
12/4/2012,10:44:18 AM,11560.687,1.227
12/4/2012,10:44:19 AM,11561.879,1.192
12/4/2012,10:44:20 AM,11563.013,1.134
12/4/2012,10:44:21 AM,11564.07,1.057
12/4/2012,10:44:22 AM,11565.154,1.084
12/4/2012,10:44:23 AM,11566.247,1.093
12/4/2012,10:44:24 AM,11567.297,1.05
12/4/2012,10:44:25 AM,11568.408,1.111
12/4/2012,10:44:27 AM,11569.537,1.129
12/4/2012,10:44:28 AM,11570.651,1.114
12/4/2012,10:44:29 AM,11571.778,1.127
12/4/2012,10:44:30 AM,11572.828,1.05
12/4/2012,10:44:31 AM,11573.908,1.08
12/4/2012,10:44:32 AM,11575.021,1.113
12/4/2012,10:44:33 AM,11576.07,1.049
12/4/2012,10:44:34 AM,11577.174,1.104
12/4/2012,10:44:35 AM,11578.282,1.108
12/4/2012,10:44:36 AM,11579.339,1.057
12/4/2012,10:44:37 AM,11580.424,1.085
12/4/2012,10:44:38 AM,11581.483,1.059
12/4/2012,10:44:40 AM,11582.506,1.023
12/4/2012,10:44:41 AM,11583.599,1.093
12/4/2012,10:44:42 AM,11584.703,1.104
12/4/2012,10:44:43 AM,11585.792,1.089
12/4/2012,10:44:44 AM,11586.946,1.154
12/4/2012,10:44:45 AM,11588.078,1.132
12/4/2012,10:44:46 AM,11589.154,1.076
12/4/2012,10:44:47 AM,11590.246,1.092
12/4/2012,10:44:48 AM,11591.298,1.052
12/4/2012,10:44:49 AM,11592.219,0.921
12/4/2012,10:44:50 AM,11593.034,0.815
12/4/2012,10:44:51 AM,11593.849,0.815
12/4/2012,10:44:52 AM,11594.66,0.811
