HRV ANALYSIS RESULTS - 17-Mar-2022 10:43:28
Kubios HRV Standard
3.5.0
released in May 2021

Analyzed by: Darren Lee - Engineering - National University of Singapore

File name: C:\Users\itsda\FYP\data\Phase 2 Trial (Mar 2022)\HRV-Raw-080322-1806-2231.csv
Measurement date: 03/03/2022 20:37:17
File type: asciiCUSTOM
Channel label: RR data
Data length: 01:52:05 (h:min:s)
Measurement rate: - 

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,20:37:14-22:29:19,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (low)
  Beats total:                ,    6.96e+03,
  Beats corrected:            ,         213,
  Beats corrected (%):        ,        3.06,
  Effective data length (s):  ,        6532,
  Effective data length (%):  ,       97.13,


RESULTS FOR A SINGLE SAMPLE

Results Overview              ,
  PNS index:                  ,      0.7259,            ,
  SNS index:                  ,     -0.8251,            ,
  Stress index:               ,      4.8217,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    937.3079,            ,
  SDNN (ms):                  ,     72.0166,            ,
  Mean HR (beats/min):        ,     64.0131,            ,
  SD HR (beats/min):          ,      5.5053,            ,
  Min HR (beats/min):         ,     45.8225,            ,
  Max HR (beats/min):         ,    185.0709,            ,
  RMSSD (ms):                 ,     66.2853,            ,
  NNxx (beats):               ,        1478,            ,
  pNNxx (%):                  ,     21.2234,            ,
  SDANN (ms):                 ,    154.0711,            ,
  SDNN index (ms):            ,    120.2989,            ,
 Geometric parameters         ,
  RR tri index:               ,   13.241445,            ,
  TINN (ms):                  ,    603.0000,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.033333,    0.040000,
  LF (Hz):                    ,    0.086667,    0.090000,
  HF (Hz):                    ,    0.150000,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,    470.5232,    530.6924,
  LF (ms^2):                  ,   2945.6211,   2891.7333,
  HF (ms^2):                  ,    966.7052,    927.2372,
  VLF (log):                  ,      6.1538,      6.2742,
  LF (log):                   ,      7.9881,      7.9696,
  HF (log):                   ,      6.8739,      6.8322,
 Relative powers              ,
  VLF (%):                    ,     10.7319,     12.1961,
  LF (%):                     ,     67.1847,     66.4565,
  HF (%):                     ,     22.0489,     21.3094,
 Normalized powers            ,
  LF (n.u.):                  ,     75.2617,     75.6875,
  HF (n.u.):                  ,     24.6997,     24.2693,
 Total power (ms^2):          ,   4384.3603,   4351.3142,
 LF/HF ratio:                 ,      3.0471,      3.1187,


Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   46.874145,            ,
  SD2 (ms):                   ,   90.426162,            ,
  SD2/SD1 ratio:              ,    1.929127,            ,
 Approximate entropy (ApEn):  ,      1.1495,            ,
 Sample entropy (SampEn):     ,      1.1414,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      1.1285,            ,
  alpha 2:                    ,      0.4129,            ,


RR INTERVAL DATA and SPECTRUM ESTIMATES,
                              ,    SAMPLE 1,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,
                              ,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,
                              ,         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),
                              ,   74237.000,       0.908,       0.000,      0.0415,       0.000,   6019.7167,            ,            ,            ,
                              ,   74239.032,       0.908,       0.003,      0.5280,       0.003,  12066.8882,            ,            ,            ,
                              ,   74240.638,       0.908,       0.007,     15.8524,       0.007,  12149.6834,            ,            ,            ,
                              ,   74241.549,       0.911,       0.010,    154.6402,       0.010,  12289.1219,            ,            ,            ,
                              ,   74243.156,       0.965,       0.013,    756.0119,       0.013,  12487.4097,            ,            ,            ,
                              ,   74244.067,       0.911,       0.017,   2590.4723,       0.017,  12747.7082,            ,            ,            ,
                              ,   74247.094,       0.811,       0.020,   6392.5414,       0.020,  13074.2070,            ,            ,            ,
                              ,   74247.821,       0.727,       0.023,  14794.3647,       0.023,  13472.2171,            ,            ,            ,
                              ,   74248.551,       0.730,       0.027,  19748.6165,       0.027,  13948.2818,            ,            ,            ,
                              ,   74249.091,       0.860,       0.030,  26163.2148,       0.030,  14510.3002,            ,            ,            ,
                              ,   74249.990,       0.899,       0.033,  32291.4400,       0.033,  15167.6551,            ,            ,            ,
                              ,   74250.724,       0.734,       0.037,  23525.2170,       0.037,  15931.3256,            ,            ,            ,
                              ,   74251.468,       0.744,       0.040,  29425.5804,       0.040,  16813.9537,            ,            ,            ,
                              ,   74251.808,       0.758,       0.043,  35325.3338,       0.043,  17829.8120,            ,            ,            ,
                              ,   74252.192,       0.721,       0.047,  27223.4049,       0.047,  18994.5845,            ,            ,            ,
                              ,   74253.758,       0.656,       0.050,  22180.0774,       0.050,  20324.8226,            ,            ,            ,
                              ,   74254.092,       0.587,       0.053,  25900.1606,       0.053,  21836.8656,            ,            ,            ,
                              ,   74254.378,       0.538,       0.057,  27945.2872,       0.057,  23544.9189,            ,            ,            ,
                              ,   74254.910,       0.532,       0.060,  26862.6289,       0.060,  25457.8814,            ,            ,            ,
                              ,   74255.308,       0.582,       0.063,  22424.9905,       0.063,  27574.4355,            ,            ,            ,
                              ,   74256.516,       0.655,       0.067,  27841.4984,       0.067,  29875.9857,            ,            ,            ,
                              ,   74257.222,       0.706,       0.070,  29838.2685,       0.070,  32317.4228,            ,            ,            ,
                              ,   74257.935,       0.713,       0.073,  34807.5885,       0.073,  34816.7252,            ,            ,            ,
                              ,   74259.383,       0.728,       0.077,  35014.2270,       0.077,  37246.2967,            ,            ,            ,
                              ,   74260.130,       0.747,       0.080,  42673.7155,       0.080,  39431.4610,            ,            ,            ,
                              ,   74260.454,       0.754,       0.083,  45685.0219,       0.083,  41163.2036,            ,            ,            ,
                              ,   74260.875,       0.756,       0.087,  48369.8976,       0.087,  42230.1743,            ,            ,            ,
                              ,   74261.643,       0.768,       0.090,  39506.4491,       0.090,  42466.6001,            ,            ,            ,
                              ,   74262.435,       0.792,       0.093,  35863.2903,       0.093,  41800.4011,            ,            ,            ,
                              ,   74263.227,       0.792,       0.097,  42050.1883,       0.097,  40278.8841,            ,            ,            ,
                              ,   74264.010,       0.783,       0.100,  31569.2349,       0.100,  38057.3833,            ,            ,            ,
                              ,   74264.817,       0.807,       0.103,  25026.4782,       0.103,  35356.1279,            ,            ,            ,
                              ,   74265.252,       0.699,       0.107,  33241.1561,       0.107,  32406.6809,            ,            ,            ,
                              ,   74265.630,       0.539,       0.110,  25827.0362,       0.110,  29409.6362,            ,            ,            ,
                              ,   74266.116,       0.486,       0.113,  21216.2280,       0.113,  26513.4925,            ,            ,            ,
