Date,Time,Seconds,Delta,,
30/11/2021,8:47:54 AM,0,1.789,,
30/11/2021,8:47:55 AM,1.789,1.789,,
30/11/2021,8:47:57 AM,3.729,1.94,,
30/11/2021,8:47:59 AM,5.669,1.94,,
30/11/2021,8:48:01 AM,7.458,1.789,,
30/11/2021,8:48:02 AM,8.999,1.541,,
30/11/2021,8:48:04 AM,10.337,1.541,,
30/11/2021,8:48:05 AM,11.999,1.662,,
30/11/2021,8:48:08 AM,14.399,1.684,,
30/11/2021,8:48:17 AM,23.999,1.594,,
30/11/2021,8:48:18 AM,24.283,1.435,,
30/11/2021,8:48:18 AM,24.561,1.249,,
30/11/2021,8:48:19 AM,25.636,1.075,,
30/11/2021,8:48:20 AM,26.585,0.949,,
30/11/2021,8:48:20 AM,26.915,0.875,,
30/11/2021,8:48:21 AM,27.483,0.847,,
30/11/2021,8:48:21 AM,27.859,0.854,,
30/11/2021,8:48:26 AM,32.353,0.89,,
30/11/2021,8:48:26 AM,32.827,0.944,,
30/11/2021,8:48:28 AM,34.345,1.009,,
30/11/2021,8:48:28 AM,34.643,1.076,,
30/11/2021,8:48:29 AM,35.348,1.137,,
30/11/2021,8:48:29 AM,35.606,1.182,,
30/11/2021,8:48:31 AM,37.688,1.204,,
30/11/2021,8:48:32 AM,38.881,1.193,,
30/11/2021,8:48:34 AM,40.036,1.155,,
30/11/2021,8:48:34 AM,40.738,1.135,,
30/11/2021,8:48:46 AM,52.999,1.134,,
30/11/2021,8:48:47 AM,53.364,1.137,,
30/11/2021,8:48:54 AM,60.972,1.129,,
30/11/2021,8:48:56 AM,62.068,1.096,,
30/11/2021,8:48:57 AM,63.124,1.056,,
30/11/2021,8:48:58 AM,64.241,1.117,,
30/11/2021,8:48:59 AM,65.445,1.204,,
30/11/2021,8:49:00 AM,66.629,1.184,,
30/11/2021,8:49:01 AM,67.895,1.266,,
30/11/2021,8:49:03 AM,69.198,1.303,,
30/11/2021,8:49:04 AM,70.399,1.201,,
30/11/2021,8:49:05 AM,71.632,1.233,,
30/11/2021,8:49:06 AM,72.87,1.238,,
30/11/2021,8:49:07 AM,73.507,1.215,,
30/11/2021,8:49:12 AM,78.505,1.194,,
30/11/2021,8:49:16 AM,82.284,1.194,,
30/11/2021,8:49:17 AM,83.515,1.231,,
30/11/2021,8:49:18 AM,84.809,1.294,,
30/11/2021,8:49:20 AM,86.117,1.308,,
30/11/2021,8:49:21 AM,87.468,1.351,,
30/11/2021,8:49:22 AM,88.841,1.373,,
30/11/2021,8:49:24 AM,90.206,1.365,,
30/11/2021,8:49:25 AM,91.561,1.355,,
30/11/2021,8:49:26 AM,92.955,1.394,,
30/11/2021,8:49:28 AM,94.405,1.45,,
30/11/2021,8:49:29 AM,95.707,1.302,,
30/11/2021,8:49:31 AM,97.185,1.478,,
30/11/2021,8:49:32 AM,98.617,1.432,,
30/11/2021,8:49:33 AM,99.958,1.341,,
30/11/2021,8:49:35 AM,101.27,1.312,,
30/11/2021,8:49:36 AM,102.439,1.169,,
30/11/2021,8:49:37 AM,103.705,1.266,,
30/11/2021,8:49:38 AM,104.959,1.254,,
30/11/2021,8:49:47 AM,113.457,1.262,,
30/11/2021,8:49:48 AM,114.368,1.317,,
30/11/2021,8:49:49 AM,115.734,1.366,,
30/11/2021,8:49:50 AM,116.069,1.368,,
30/11/2021,8:49:51 AM,117.084,1.326,,
30/11/2021,8:49:53 AM,119.685,1.254,,
30/11/2021,8:49:54 AM,120.85,1.165,,
30/11/2021,8:49:55 AM,121.963,1.113,,
30/11/2021,8:49:57 AM,123.592,1.237,,
30/11/2021,8:49:59 AM,125.018,1.426,,
30/11/2021,8:50:01 AM,127.271,1.532,,
30/11/2021,8:50:01 AM,127.542,1.548,,
30/11/2021,8:50:02 AM,128.229,1.501,,
30/11/2021,8:50:03 AM,129.65,1.421,,
30/11/2021,8:50:04 AM,130.398,1.33,,
30/11/2021,8:50:05 AM,131.013,1.239,,
30/11/2021,8:50:05 AM,131.767,1.15,,
30/11/2021,8:50:15 AM,141.998,1.069,,
30/11/2021,8:50:16 AM,142.998,1,,
30/11/2021,8:50:18 AM,144.998,0.948,,
30/11/2021,8:50:19 AM,145.451,0.915,,
30/11/2021,8:50:21 AM,147.022,0.901,,
30/11/2021,8:50:23 AM,149.845,0.91,,
30/11/2021,8:50:29 AM,155.998,0.943,,
30/11/2021,8:50:30 AM,156.998,1,,
30/11/2021,8:50:31 AM,157.509,1.078,,
30/11/2021,8:50:32 AM,158.194,1.147,,
30/11/2021,8:50:33 AM,159.364,1.17,,
30/11/2021,8:50:34 AM,160.522,1.158,,
30/11/2021,8:50:35 AM,161.717,1.195,,
30/11/2021,8:50:36 AM,162.835,1.118,,
30/11/2021,8:50:37 AM,163.951,1.116,,
30/11/2021,8:50:39 AM,165.065,1.114,,
30/11/2021,8:50:40 AM,166.127,1.062,,
30/11/2021,8:50:41 AM,167.207,1.08,,
30/11/2021,8:50:42 AM,168.466,1.259,,
30/11/2021,8:50:43 AM,169.614,1.148,,
30/11/2021,8:50:44 AM,170.819,1.205,,
30/11/2021,8:50:46 AM,172.074,1.255,,
30/11/2021,8:50:47 AM,173.381,1.307,,
30/11/2021,8:50:48 AM,174.706,1.325,,
30/11/2021,8:50:50 AM,176.069,1.363,,
30/11/2021,8:50:51 AM,177.39,1.321,,
30/11/2021,8:50:52 AM,178.772,1.382,,
30/11/2021,8:50:53 AM,179.471,1.419,,
30/11/2021,8:50:54 AM,180.216,1.395,,
30/11/2021,8:50:55 AM,181.611,1.324,,
30/11/2021,8:50:57 AM,183.041,1.219,,
30/11/2021,8:50:57 AM,183.886,1.096,,
30/11/2021,8:50:58 AM,184.243,0.969,,
30/11/2021,8:50:58 AM,184.588,0.852,,
30/11/2021,8:50:59 AM,185.348,0.76,,
30/11/2021,8:50:59 AM,185.925,0.703,,
30/11/2021,8:51:00 AM,186.35,0.679,,
30/11/2021,8:51:00 AM,186.702,0.681,,
30/11/2021,8:51:01 AM,187.405,0.703,,
30/11/2021,8:51:02 AM,188.865,0.739,,
30/11/2021,8:51:05 AM,191.479,0.784,,
30/11/2021,8:51:05 AM,191.842,0.834,,
30/11/2021,8:51:06 AM,192.153,0.885,,
30/11/2021,8:51:08 AM,194.74,0.932,,
30/11/2021,8:51:14 AM,200.998,0.972,,
30/11/2021,8:51:15 AM,201.998,1,,
30/11/2021,8:51:17 AM,203.011,1.013,,
30/11/2021,8:51:17 AM,203.352,1.012,,
30/11/2021,8:51:18 AM,204.024,1.003,,
30/11/2021,8:51:18 AM,204.457,0.991,,
30/11/2021,8:51:18 AM,204.711,0.984,,
30/11/2021,8:51:20 AM,206.347,0.988,,
30/11/2021,8:51:21 AM,207.355,1.008,,
30/11/2021,8:51:21 AM,207.813,1.049,,
30/11/2021,8:51:23 AM,209.303,1.101,,
30/11/2021,8:51:24 AM,210.766,1.152,,
30/11/2021,8:51:26 AM,212.145,1.191,,
30/11/2021,8:51:27 AM,213.559,1.205,,
30/11/2021,8:51:28 AM,214.922,1.183,,
30/11/2021,8:51:30 AM,216.035,1.113,,
30/11/2021,8:51:31 AM,217.457,0.991,,
30/11/2021,8:51:32 AM,218.745,0.851,,
30/11/2021,8:51:33 AM,219.479,0.734,,
30/11/2021,8:51:33 AM,219.795,0.673,,
30/11/2021,8:51:35 AM,221.03,0.664,,
30/11/2021,8:51:35 AM,221.493,0.694,,
30/11/2021,8:51:41 AM,227.326,0.75,,
30/11/2021,8:51:41 AM,227.998,0.82,,
30/11/2021,8:51:42 AM,228.477,0.89,,
30/11/2021,8:51:42 AM,228.8,0.948,,
30/11/2021,8:51:43 AM,229.286,0.98,,
30/11/2021,8:51:43 AM,229.597,0.974,,
30/11/2021,8:51:44 AM,230.513,0.916,,
30/11/2021,8:51:46 AM,232.401,0.803,,
30/11/2021,8:51:46 AM,232.775,0.67,,
30/11/2021,8:51:47 AM,233.333,0.558,,
30/11/2021,8:51:48 AM,234.905,0.502,,
30/11/2021,8:51:51 AM,237.545,0.495,,
30/11/2021,8:51:52 AM,238.067,0.522,,
30/11/2021,8:51:52 AM,238.424,0.569,,
30/11/2021,8:51:53 AM,239.581,0.623,,
30/11/2021,8:51:54 AM,240.914,0.675,,
30/11/2021,8:51:55 AM,241.179,0.713,,
30/11/2021,8:51:56 AM,242.146,0.726,,
30/11/2021,8:51:56 AM,242.85,0.704,,
30/11/2021,8:52:03 AM,249.997,0.648,,
30/11/2021,8:52:04 AM,250.605,0.608,,
30/11/2021,8:52:04 AM,250.997,0.629,,
30/11/2021,8:52:05 AM,251.264,0.683,,
30/11/2021,8:52:06 AM,252.351,0.722,,
30/11/2021,8:52:07 AM,253.051,0.7,,
30/11/2021,8:52:07 AM,253.696,0.645,,
30/11/2021,8:52:08 AM,254.098,0.783,,
30/11/2021,8:52:09 AM,255.09,0.992,,
30/11/2021,8:52:10 AM,256.32,1.094,,
30/11/2021,8:52:11 AM,257.412,1.092,,
30/11/2021,8:52:11 AM,257.715,1.035,,
30/11/2021,8:52:12 AM,258.017,0.957,,
30/11/2021,8:52:12 AM,258.909,0.892,,
30/11/2021,8:52:13 AM,259.457,0.86,,
30/11/2021,8:52:14 AM,260.292,0.835,,
30/11/2021,8:52:15 AM,261.602,0.792,,
30/11/2021,8:52:16 AM,262.946,0.747,,
30/11/2021,8:52:18 AM,264.251,0.728,,
30/11/2021,8:52:18 AM,264.648,0.762,,
30/11/2021,8:52:19 AM,265.526,0.878,,
30/11/2021,8:52:20 AM,266.817,1.069,,
30/11/2021,8:52:22 AM,268.013,1.196,,
30/11/2021,8:52:22 AM,268.439,1.138,,
30/11/2021,8:52:23 AM,269.417,0.978,,
30/11/2021,8:52:24 AM,270.762,0.83,,
30/11/2021,8:52:26 AM,272.03,0.725,,
30/11/2021,8:52:27 AM,273.335,0.675,,
30/11/2021,8:52:28 AM,274.66,0.69,,
30/11/2021,8:52:29 AM,275.443,0.783,,
30/11/2021,8:52:29 AM,275.725,0.947,,
30/11/2021,8:52:31 AM,277.46,1.106,,
30/11/2021,8:52:31 AM,277.803,1.167,,
30/11/2021,8:52:32 AM,278.842,1.039,,
30/11/2021,8:52:33 AM,279.661,0.819,,
30/11/2021,8:52:34 AM,280.652,0.991,,
30/11/2021,8:52:34 AM,280.965,0.969,,
30/11/2021,8:52:35 AM,281.772,0.807,,
30/11/2021,8:52:44 AM,290.606,0.749,,
30/11/2021,8:52:44 AM,290.997,0.79,,
30/11/2021,8:52:45 AM,291.534,0.862,,
30/11/2021,8:52:46 AM,292.432,0.898,,
30/11/2021,8:52:47 AM,293.312,0.88,,
30/11/2021,8:52:48 AM,294.175,0.863,,
30/11/2021,8:52:48 AM,294.904,0.729,,
30/11/2021,8:52:49 AM,295.868,0.964,,
30/11/2021,8:52:51 AM,297.627,1.008,,
30/11/2021,8:52:52 AM,298.558,0.931,,
30/11/2021,8:52:53 AM,299.506,0.948,,
30/11/2021,8:52:54 AM,300.43,0.924,,
30/11/2021,8:52:55 AM,301.391,0.961,,
30/11/2021,8:52:56 AM,302.452,1.061,,
30/11/2021,8:52:57 AM,303.655,1.203,,
30/11/2021,8:52:58 AM,304.78,1.125,,
30/11/2021,8:52:59 AM,305.947,1.167,,
30/11/2021,8:53:01 AM,307.118,1.171,,
30/11/2021,8:53:02 AM,308.187,1.069,,
30/11/2021,8:53:03 AM,309.281,1.094,,
30/11/2021,8:53:04 AM,310.402,1.121,,
30/11/2021,8:53:05 AM,311.455,1.053,,
30/11/2021,8:53:06 AM,312.501,1.046,,
30/11/2021,8:53:07 AM,313.482,0.981,,
30/11/2021,8:53:08 AM,314.439,0.957,,
30/11/2021,8:53:09 AM,315.386,0.947,,
30/11/2021,8:53:10 AM,316.345,0.959,,
30/11/2021,8:53:11 AM,317.287,0.942,,
30/11/2021,8:53:12 AM,318.197,0.91,,
30/11/2021,8:53:13 AM,319.08,0.883,,
30/11/2021,8:53:13 AM,319.947,0.867,,
30/11/2021,8:53:14 AM,320.799,0.852,,
30/11/2021,8:53:15 AM,321.645,0.846,,
30/11/2021,8:53:16 AM,322.491,0.846,,
30/11/2021,8:53:17 AM,323.335,0.844,,
30/11/2021,8:53:18 AM,324.184,0.849,,
30/11/2021,8:53:19 AM,325.062,0.878,,
30/11/2021,8:53:19 AM,325.955,0.893,,
30/11/2021,8:53:20 AM,326.832,0.877,,
30/11/2021,8:53:21 AM,327.685,0.853,,
30/11/2021,8:53:22 AM,328.533,0.848,,
30/11/2021,8:53:23 AM,329.137,0.863,,
30/11/2021,8:53:23 AM,329.604,0.881,,
30/11/2021,8:53:24 AM,330.223,0.885,,
30/11/2021,8:53:25 AM,331.079,0.856,,
30/11/2021,8:53:25 AM,331.926,0.847,,
30/11/2021,8:53:26 AM,332.871,0.945,,
30/11/2021,8:53:27 AM,333.612,0.741,,
30/11/2021,8:53:28 AM,334.447,0.835,,
30/11/2021,8:53:29 AM,335.102,0.655,,
30/11/2021,8:53:33 AM,339.72,0.566,,
30/11/2021,8:53:34 AM,340.034,0.642,,
30/11/2021,8:53:34 AM,340.625,0.782,,
30/11/2021,8:53:35 AM,341.511,0.886,,
30/11/2021,8:53:36 AM,342.409,0.898,,
30/11/2021,8:53:37 AM,343.337,0.928,,
30/11/2021,8:53:38 AM,344.352,1.015,,
30/11/2021,8:53:39 AM,345.357,1.005,,
30/11/2021,8:53:40 AM,346.563,0.922,,
30/11/2021,8:53:41 AM,347.966,0.84,,
30/11/2021,8:53:42 AM,348.797,0.831,,
30/11/2021,8:53:44 AM,350.827,0.929,,
30/11/2021,8:53:45 AM,351.847,1.02,,
30/11/2021,8:53:46 AM,352.845,0.998,,
30/11/2021,8:53:47 AM,353.771,0.926,,
30/11/2021,8:53:48 AM,354.669,0.898,,
30/11/2021,8:53:49 AM,355.682,1.013,,
30/11/2021,8:53:50 AM,356.637,0.955,,
30/11/2021,8:53:51 AM,357.689,1.052,,
30/11/2021,8:53:52 AM,358.109,0.883,,
30/11/2021,8:53:52 AM,358.846,0.737,,
30/11/2021,8:53:53 AM,359.773,0.927,,
30/11/2021,8:53:54 AM,360.744,0.971,,
30/11/2021,8:53:55 AM,361.55,0.806,,
30/11/2021,8:53:55 AM,361.901,0.656,,
30/11/2021,8:53:56 AM,362.24,0.566,,
30/11/2021,8:54:03 AM,369.996,0.522,,
30/11/2021,8:54:07 AM,373.618,0.512,,
30/11/2021,8:54:07 AM,373.996,0.523,,
30/11/2021,8:54:08 AM,374.43,0.541,,
30/11/2021,8:54:08 AM,374.984,0.554,,
30/11/2021,8:54:10 AM,376.042,0.558,,
30/11/2021,8:54:10 AM,376.498,0.582,,
30/11/2021,8:54:11 AM,377.164,0.666,,
30/11/2021,8:54:11 AM,377.977,0.813,,
30/11/2021,8:54:12 AM,378.318,0.912,,
30/11/2021,8:54:13 AM,379.573,0.934,,
30/11/2021,8:54:14 AM,380.814,0.878,,
30/11/2021,8:54:15 AM,381.557,0.743,,
30/11/2021,8:54:15 AM,381.82,0.539,,
30/11/2021,8:54:16 AM,382.173,0.317,,
30/11/2021,8:54:16 AM,382.579,0.14,,
30/11/2021,8:54:16 AM,382.852,0.071,,
30/11/2021,8:54:20 AM,386.721,0.172,,
30/11/2021,8:54:21 AM,387.225,0.504,,
30/11/2021,8:54:22 AM,388.131,0.906,,
30/11/2021,8:54:22 AM,388.893,0.762,,
30/11/2021,8:54:26 AM,392.226,0.725,,
30/11/2021,8:54:26 AM,392.95,0.724,,
30/11/2021,8:54:27 AM,393.528,0.578,,
30/11/2021,8:54:29 AM,395.287,0.642,,
30/11/2021,8:54:29 AM,395.988,0.701,,
30/11/2021,8:54:30 AM,396.524,0.536,,
30/11/2021,8:54:33 AM,399.407,0.524,,
30/11/2021,8:54:33 AM,399.87,0.682,,
30/11/2021,8:54:34 AM,400.762,0.892,,
30/11/2021,8:54:35 AM,401.92,1.057,,
30/11/2021,8:54:36 AM,402.348,1.163,,
30/11/2021,8:54:39 AM,405.872,1.221,,
30/11/2021,8:54:40 AM,406.363,1.238,,
30/11/2021,8:54:40 AM,406.704,1.224,,
30/11/2021,8:54:42 AM,408.455,1.186,,
30/11/2021,8:54:42 AM,408.977,1.135,,
30/11/2021,8:54:45 AM,411.499,1.078,,
30/11/2021,8:54:46 AM,412,1.024,,
30/11/2021,8:54:51 AM,417.691,0.983,,
30/11/2021,8:54:53 AM,419.068,0.962,,
30/11/2021,8:54:54 AM,420.039,0.971,,
30/11/2021,8:54:55 AM,421.068,1.029,,
30/11/2021,8:54:56 AM,422.21,1.142,,
30/11/2021,8:54:56 AM,422.614,1.158,,
30/11/2021,8:54:57 AM,423.392,1.113,,
30/11/2021,8:54:58 AM,424.496,1.104,,
30/11/2021,8:54:59 AM,425.649,1.153,,
30/11/2021,8:55:00 AM,426.772,1.123,,
30/11/2021,8:55:01 AM,427.973,1.201,,
30/11/2021,8:55:03 AM,429.118,1.145,,
30/11/2021,8:55:04 AM,430.214,1.096,,
30/11/2021,8:55:05 AM,431.19,0.976,,
30/11/2021,8:55:05 AM,431.845,0.938,,
30/11/2021,8:55:06 AM,432.169,0.992,,
30/11/2021,8:55:09 AM,435.878,1.085,,
30/11/2021,8:55:11 AM,437.043,1.165,,
30/11/2021,8:55:12 AM,438.236,1.193,,
30/11/2021,8:55:12 AM,438.641,1.185,,
30/11/2021,8:55:13 AM,439.417,1.165,,
30/11/2021,8:55:14 AM,440.572,1.155,,
30/11/2021,8:55:15 AM,441.735,1.163,,
30/11/2021,8:55:16 AM,442.891,1.156,,
30/11/2021,8:55:18 AM,444.024,1.133,,
30/11/2021,8:55:19 AM,445.549,1.069,,
30/11/2021,8:55:20 AM,446.296,0.966,,
30/11/2021,8:55:20 AM,446.618,0.838,,
30/11/2021,8:55:21 AM,447.185,0.699,,
30/11/2021,8:55:21 AM,447.448,0.562,,
30/11/2021,8:55:21 AM,447.963,0.441,,
30/11/2021,8:55:22 AM,448.568,0.348,,
30/11/2021,8:55:22 AM,448.86,0.298,,
30/11/2021,8:55:23 AM,449.242,0.304,,
30/11/2021,8:55:24 AM,450.82,0.379,,
30/11/2021,8:55:26 AM,452.955,0.536,,
30/11/2021,8:55:27 AM,453.745,0.79,,
30/11/2021,8:55:28 AM,454.767,1.022,,
30/11/2021,8:55:29 AM,455.665,0.898,,
30/11/2021,8:55:30 AM,456.989,0.952,,
30/11/2021,8:55:32 AM,458.079,1.09,,
30/11/2021,8:55:33 AM,459.158,1.079,,
30/11/2021,8:55:34 AM,460.188,1.03,,
30/11/2021,8:55:35 AM,461.204,1.016,,
30/11/2021,8:55:36 AM,462.22,1.016,,
30/11/2021,8:55:37 AM,463.228,1.008,,
30/11/2021,8:55:38 AM,464.206,0.978,,
30/11/2021,8:55:39 AM,465.245,1.039,,
30/11/2021,8:55:40 AM,466.384,1.139,,
30/11/2021,8:55:41 AM,467.479,1.095,,
30/11/2021,8:55:42 AM,468.594,1.115,,
30/11/2021,8:55:43 AM,469.84,1.246,,
30/11/2021,8:55:45 AM,471.117,1.277,,
30/11/2021,8:55:46 AM,472.117,1,,
30/11/2021,8:55:46 AM,472.601,0.863,,
30/11/2021,8:55:47 AM,473.605,1.004,,
30/11/2021,8:55:48 AM,474.866,1.261,,
30/11/2021,8:55:50 AM,476.028,1.162,,
30/11/2021,8:55:51 AM,477.218,1.19,,
30/11/2021,8:55:52 AM,478.347,1.129,,
30/11/2021,8:55:53 AM,479.455,1.108,,
30/11/2021,8:55:54 AM,480.544,1.089,,
30/11/2021,8:55:55 AM,481.569,1.025,,
30/11/2021,8:55:56 AM,482.611,1.042,,
30/11/2021,8:55:57 AM,483.627,1.016,,
30/11/2021,8:55:58 AM,484.68,1.053,,
30/11/2021,8:56:00 AM,486.87,1.045,,
30/11/2021,8:56:01 AM,487.874,1.004,,
30/11/2021,8:56:02 AM,488.19,0.982,,
30/11/2021,8:56:02 AM,488.871,0.971,,
30/11/2021,8:56:03 AM,489.818,0.947,,
30/11/2021,8:56:04 AM,490.78,0.962,,
30/11/2021,8:56:05 AM,491.479,1.203,,
30/11/2021,8:56:06 AM,492.759,1.28,,
30/11/2021,8:56:07 AM,493.754,0.995,,
30/11/2021,8:56:08 AM,494.87,1.116,,
30/11/2021,8:56:10 AM,496.036,1.166,,
30/11/2021,8:56:11 AM,497.24,1.204,,
30/11/2021,8:56:12 AM,498.527,1.287,,
30/11/2021,8:56:13 AM,499.707,1.18,,
30/11/2021,8:56:14 AM,500.164,1.155,,
30/11/2021,8:56:14 AM,500.935,1.209,,
30/11/2021,8:56:16 AM,502.16,1.225,,
30/11/2021,8:56:17 AM,503.314,1.154,,
30/11/2021,8:56:18 AM,504.481,1.167,,
30/11/2021,8:56:19 AM,505.725,1.244,,
30/11/2021,8:56:21 AM,507.002,1.277,,
30/11/2021,8:56:22 AM,508.278,1.276,,
30/11/2021,8:56:23 AM,509.584,1.306,,
30/11/2021,8:56:24 AM,510.893,1.309,,
30/11/2021,8:56:27 AM,513.544,1.184,,
30/11/2021,8:56:28 AM,514.685,1.141,,
30/11/2021,8:56:30 AM,516.007,1.322,,
30/11/2021,8:56:30 AM,516.616,1.373,,
30/11/2021,8:56:31 AM,517.195,1.292,,
30/11/2021,8:56:32 AM,518.395,1.2,,
30/11/2021,8:56:33 AM,519.569,1.174,,
30/11/2021,8:56:34 AM,520.714,1.145,,
30/11/2021,8:56:35 AM,521.852,1.138,,
30/11/2021,8:56:36 AM,522.49,1.123,,
30/11/2021,8:56:37 AM,523.01,1.108,,
30/11/2021,8:56:38 AM,524.129,1.119,,
30/11/2021,8:56:39 AM,525.295,1.166,,
30/11/2021,8:56:40 AM,526.49,1.195,,
30/11/2021,8:56:41 AM,527.651,1.161,,
30/11/2021,8:56:44 AM,530.65,1.136,,
30/11/2021,8:56:47 AM,533.019,1.137,,
30/11/2021,8:56:47 AM,533.304,1.157,,
30/11/2021,8:56:50 AM,536.382,1.19,,
30/11/2021,8:56:50 AM,536.785,1.23,,
30/11/2021,8:56:51 AM,537.095,1.271,,
30/11/2021,8:56:56 AM,542.664,1.306,,
30/11/2021,8:56:56 AM,542.928,1.328,,
30/11/2021,8:57:02 AM,548.994,1.333,,
30/11/2021,8:57:06 AM,552.81,1.313,,
30/11/2021,8:57:07 AM,553.187,1.263,,
30/11/2021,8:57:07 AM,553.875,1.175,,
30/11/2021,8:57:08 AM,554.919,1.044,,
30/11/2021,8:57:09 AM,555.814,0.895,,
30/11/2021,8:57:10 AM,556.66,0.846,,
30/11/2021,8:57:11 AM,557.543,0.883,,
30/11/2021,8:57:12 AM,558.441,0.898,,
30/11/2021,8:57:13 AM,559.383,0.942,,
30/11/2021,8:57:14 AM,560.033,0.974,,
30/11/2021,8:57:14 AM,560.343,0.976,,
30/11/2021,8:57:15 AM,561.291,0.948,,
30/11/2021,8:57:24 AM,570.994,0.892,,
30/11/2021,8:57:25 AM,571.38,0.821,,
30/11/2021,8:57:29 AM,575.836,0.752,,
30/11/2021,8:57:30 AM,576.931,0.701,,
30/11/2021,8:57:31 AM,577.616,0.685,,
30/11/2021,8:57:31 AM,577.983,0.712,,
30/11/2021,8:57:33 AM,579.047,0.762,,
30/11/2021,8:57:33 AM,579.85,0.803,,
30/11/2021,8:57:34 AM,580.19,0.814,,
30/11/2021,8:57:34 AM,580.532,0.797,,
30/11/2021,8:57:43 AM,589.994,0.764,,
30/11/2021,8:57:45 AM,591.249,0.724,,
30/11/2021,8:57:46 AM,592.484,0.687,,
30/11/2021,8:57:47 AM,593.149,0.665,,
30/11/2021,8:57:47 AM,593.605,0.664,,
30/11/2021,8:57:48 AM,594.284,0.679,,
30/11/2021,8:57:48 AM,594.548,0.706,,
30/11/2021,8:57:49 AM,595.301,0.753,,
30/11/2021,8:57:49 AM,595.609,0.824,,
30/11/2021,8:57:50 AM,596.508,0.899,,
30/11/2021,8:57:50 AM,596.945,0.959,,
30/11/2021,8:57:51 AM,597.59,1.002,,
30/11/2021,8:57:53 AM,599.067,1.032,,
30/11/2021,8:57:53 AM,599.373,1.052,,
30/11/2021,8:57:56 AM,602.008,1.066,,
30/11/2021,8:57:57 AM,603.567,1.077,,
30/11/2021,8:57:58 AM,604.406,1.089,,
30/11/2021,8:58:04 AM,610.994,1.105,,
30/11/2021,8:58:06 AM,612.123,1.129,,
30/11/2021,8:58:06 AM,612.864,1.165,,
30/11/2021,8:58:08 AM,614.083,1.219,,
30/11/2021,8:58:10 AM,616.022,1.288,,
30/11/2021,8:58:19 AM,625.994,1.325,,
30/11/2021,8:58:21 AM,627.266,1.272,,
30/11/2021,8:58:22 AM,628.453,1.187,,
30/11/2021,8:58:23 AM,629.785,1.332,,
30/11/2021,8:58:25 AM,631.088,1.303,,
30/11/2021,8:58:26 AM,632.438,1.35,,
30/11/2021,8:58:27 AM,633.741,1.303,,
30/11/2021,8:58:28 AM,634.941,1.2,,
30/11/2021,8:58:30 AM,636.072,1.131,,
30/11/2021,8:58:31 AM,637.207,1.135,,
30/11/2021,8:58:32 AM,638.319,1.112,,
30/11/2021,8:58:33 AM,639.418,1.099,,
30/11/2021,8:58:34 AM,640.578,1.16,,
30/11/2021,8:58:35 AM,641.755,1.177,,
30/11/2021,8:58:36 AM,642.922,1.167,,
30/11/2021,8:58:38 AM,644.079,1.157,,
30/11/2021,8:58:39 AM,645.247,1.168,,
30/11/2021,8:58:40 AM,646.382,1.135,,
30/11/2021,8:58:41 AM,647.52,1.138,,
30/11/2021,8:58:42 AM,648.64,1.12,,
30/11/2021,8:58:43 AM,649.71,1.07,,
30/11/2021,8:58:44 AM,650.724,1.014,,
30/11/2021,8:58:45 AM,651.661,0.937,,
30/11/2021,8:58:46 AM,652.561,0.9,,
30/11/2021,8:58:47 AM,653.473,0.912,,
30/11/2021,8:58:48 AM,654.401,0.928,,
30/11/2021,8:58:49 AM,655.414,1.013,,
30/11/2021,8:58:50 AM,656.439,1.025,,
30/11/2021,8:58:51 AM,657.416,0.977,,
30/11/2021,8:58:52 AM,658.435,1.019,,
30/11/2021,8:58:53 AM,659.442,1.007,,
30/11/2021,8:58:54 AM,660.414,0.972,,
30/11/2021,8:58:55 AM,661.43,1.016,,
30/11/2021,8:58:56 AM,662.519,1.089,,
30/11/2021,8:58:57 AM,663.513,0.994,,
30/11/2021,8:58:58 AM,664.48,0.967,,
30/11/2021,8:58:59 AM,665.456,0.976,,
30/11/2021,8:59:00 AM,666.378,0.922,,
30/11/2021,8:59:01 AM,667.355,0.977,,
30/11/2021,8:59:02 AM,668.428,1.073,,
30/11/2021,8:59:03 AM,669.442,1.014,,
30/11/2021,8:59:04 AM,670.599,1.157,,
30/11/2021,8:59:05 AM,671.818,1.219,,
30/11/2021,8:59:06 AM,672.952,1.134,,
30/11/2021,8:59:08 AM,674.097,1.145,,
30/11/2021,8:59:09 AM,675.292,1.195,,
30/11/2021,8:59:10 AM,676.392,1.1,,
30/11/2021,8:59:11 AM,677.588,1.196,,
30/11/2021,8:59:12 AM,678.771,1.183,,
30/11/2021,8:59:13 AM,679.886,1.115,,
30/11/2021,8:59:14 AM,680.969,1.083,,
30/11/2021,8:59:16 AM,682.053,1.084,,
30/11/2021,8:59:17 AM,683.143,1.09,,
30/11/2021,8:59:18 AM,684.23,1.087,,
30/11/2021,8:59:19 AM,685.296,1.066,,
30/11/2021,8:59:20 AM,686.344,1.048,,
30/11/2021,8:59:21 AM,687.341,0.997,,
30/11/2021,8:59:22 AM,688.4,1.059,,
30/11/2021,8:59:23 AM,689.397,0.997,,
30/11/2021,8:59:24 AM,690.378,0.981,,
30/11/2021,8:59:25 AM,691.381,1.003,,
30/11/2021,8:59:26 AM,692.354,0.973,,
30/11/2021,8:59:27 AM,693.322,0.968,,
30/11/2021,8:59:28 AM,694.279,0.957,,
30/11/2021,8:59:29 AM,695.213,0.934,,
