Seconds,Time,R-R
32601.639,9:00:50 AM,1.185
32602.853,9:00:51 AM,1.214
32604.076,9:00:52 AM,1.223
32605.211,9:00:53 AM,1.135
32606.408,9:00:54 AM,1.197
32607.556,9:00:55 AM,1.148
32608.676,9:00:57 AM,1.12
32609.816,9:00:58 AM,1.14
32610.932,9:00:59 AM,1.116
32612.009,9:01:00 AM,1.077
32613.063,9:01:01 AM,1.054
32614.015,9:01:02 AM,0.952
32615,9:01:03 AM,0.985
32616.033,9:01:04 AM,1.033
32617.002,9:01:05 AM,0.969
32617.968,9:01:06 AM,0.966
32618.938,9:01:07 AM,0.97
32619.875,9:01:08 AM,0.937
32620.817,9:01:09 AM,0.942
32621.851,9:01:10 AM,1.034
32622.855,9:01:11 AM,1.004
32623.828,9:01:12 AM,0.973
32624.836,9:01:13 AM,1.008
32625.902,9:01:14 AM,1.066
32626.952,9:01:15 AM,1.05
32627.958,9:01:16 AM,1.006
32628.971,9:01:17 AM,1.013
32630.025,9:01:18 AM,1.054
32631.076,9:01:19 AM,1.051
32632.111,9:01:20 AM,1.035
32633.172,9:01:21 AM,1.061
32634.243,9:01:22 AM,1.071
32635.255,9:01:23 AM,1.012
32636.264,9:01:24 AM,1.009
32637.232,9:01:25 AM,0.968
32638.169,9:01:26 AM,0.937
32639.149,9:01:27 AM,0.98
32640.154,9:01:28 AM,1.005
32641.281,9:01:29 AM,1.127
32642.377,9:01:30 AM,1.096
32643.428,9:01:31 AM,1.051
32644.494,9:01:32 AM,1.066
32645.51,9:01:33 AM,1.016
32646.496,9:01:34 AM,0.986
32647.494,9:01:35 AM,0.998
32648.502,9:01:36 AM,1.008
32649.513,9:01:37 AM,1.011
32650.654,9:01:39 AM,1.141
32651.759,9:01:40 AM,1.105
32652.928,9:01:41 AM,1.169
32654.172,9:01:42 AM,1.244
32655.373,9:01:43 AM,1.201
32656.533,9:01:44 AM,1.16
32657.717,9:01:46 AM,1.184
32658.866,9:01:47 AM,1.149
32660.055,9:01:48 AM,1.189
32661.22,9:01:49 AM,1.165
32662.414,9:01:50 AM,1.194
32663.638,9:01:52 AM,1.224
32664.818,9:01:53 AM,1.18
32666.024,9:01:54 AM,1.206
32667.274,9:01:55 AM,1.25
32668.488,9:01:56 AM,1.214
32669.736,9:01:58 AM,1.248
32671.002,9:01:59 AM,1.266
32672.186,9:02:00 AM,1.184
32673.432,9:02:01 AM,1.246
32674.63,9:02:03 AM,1.198
32675.848,9:02:04 AM,1.218
32677.088,9:02:05 AM,1.24
32678.293,9:02:06 AM,1.205
32680.753,9:02:07 AM,1.19
32681.954,9:02:09 AM,1.201
32683.158,9:02:10 AM,1.204
32684.323,9:02:11 AM,1.165
32685.504,9:02:12 AM,1.181
32686.682,9:02:13 AM,1.178
32687.827,9:02:14 AM,1.145
32688.993,9:02:16 AM,1.166
32690.166,9:02:17 AM,1.173
32691.297,9:02:18 AM,1.131
32692.461,9:02:19 AM,1.164
32693.592,9:02:20 AM,1.131
32694.723,9:02:21 AM,1.131
32695.883,9:02:23 AM,1.16
32697.058,9:02:24 AM,1.175
32698.198,9:02:25 AM,1.14
32699.369,9:02:26 AM,1.171
32700.543,9:02:27 AM,1.174
32701.653,9:02:28 AM,1.11
32702.759,9:02:29 AM,1.106
32703.876,9:02:31 AM,1.117
32705.025,9:02:32 AM,1.149
32706.153,9:02:33 AM,1.128
32707.288,9:02:34 AM,1.135
32708.401,9:02:35 AM,1.113
32709.516,9:02:36 AM,1.115
32710.621,9:02:37 AM,1.105
32711.64,9:02:38 AM,1.019
32712.677,9:02:39 AM,1.037
32713.753,9:02:40 AM,1.076
32714.82,9:02:41 AM,1.067
32715.797,9:02:42 AM,0.977
32716.739,9:02:43 AM,0.942
32717.676,9:02:44 AM,0.937
32718.603,9:02:45 AM,0.927
32719.559,9:02:46 AM,0.956
32720.582,9:02:47 AM,1.023
32721.643,9:02:48 AM,1.061
32722.794,9:02:49 AM,1.151
32723.97,9:02:51 AM,1.176
32725.242,9:02:52 AM,1.272
32726.443,9:02:53 AM,1.201
32727.674,9:02:54 AM,1.231
32728.864,9:02:56 AM,1.19
32730.008,9:02:57 AM,1.144
32731.159,9:02:58 AM,1.151
32732.266,9:02:59 AM,1.107
32733.369,9:03:00 AM,1.103
32734.495,9:03:01 AM,1.126
32735.615,9:03:02 AM,1.12
32736.692,9:03:03 AM,1.077
32737.793,9:03:04 AM,1.101
32738.919,9:03:06 AM,1.126
32740.034,9:03:07 AM,1.115
32741.131,9:03:08 AM,1.097
32742.199,9:03:09 AM,1.068
32743.294,9:03:10 AM,1.095
32744.421,9:03:11 AM,1.127
32745.615,9:03:12 AM,1.194
32746.824,9:03:13 AM,1.209
32748.043,9:03:15 AM,1.219
32749.195,9:03:16 AM,1.152
32750.291,9:03:17 AM,1.096
32751.384,9:03:18 AM,1.093
32752.449,9:03:19 AM,1.065
32753.474,9:03:20 AM,1.025
32754.495,9:03:21 AM,1.021
32755.462,9:03:22 AM,0.967
32756.405,9:03:23 AM,0.943
32757.333,9:03:24 AM,0.928
32758.24,9:03:25 AM,0.907
32759.116,9:03:26 AM,0.876
32760.004,9:03:27 AM,0.888
32760.914,9:03:28 AM,0.91
32761.855,9:03:29 AM,0.941
32762.8,9:03:29 AM,0.945
32763.742,9:03:30 AM,0.942
32764.69,9:03:31 AM,0.948
32766.533,9:03:32 AM,0.917
32767.413,9:03:33 AM,0.88
32768.284,9:03:34 AM,0.871
32769.147,9:03:35 AM,0.863
32770.805,9:03:36 AM,0.859
32773.573,9:03:37 AM,0.861
32775.52,9:03:37 AM,0.865
32776.391,9:03:38 AM,0.871
32777.259,9:03:39 AM,0.868
32778.112,9:03:40 AM,0.853
32778.998,9:03:41 AM,0.886
32779.871,9:03:42 AM,0.873
32780.77,9:03:43 AM,0.899
32781.696,9:03:44 AM,0.926
32782.641,9:03:45 AM,0.945
32783.646,9:03:46 AM,1.005
32784.671,9:03:47 AM,1.025
32785.668,9:03:48 AM,0.997
32786.762,9:03:49 AM,1.094
32787.852,9:03:50 AM,1.09
32788.881,9:03:51 AM,1.029
32789.818,9:03:52 AM,0.937
32790.741,9:03:53 AM,0.923
32791.681,9:03:54 AM,0.94
32792.714,9:03:55 AM,1.033
32793.89,9:03:56 AM,1.176
32795.199,9:03:57 AM,1.239
32796.476,9:03:58 AM,1.229
32797.67,9:03:59 AM,1.194
32798.82,9:04:01 AM,1.15
32799.864,9:04:02 AM,1.044
32800.841,9:04:03 AM,0.977
32801.789,9:04:04 AM,0.948
32802.719,9:04:05 AM,0.93
32803.61,9:04:05 AM,0.891
32804.482,9:04:06 AM,0.872
32805.372,9:04:07 AM,0.89
32806.327,9:04:08 AM,0.955
32807.263,9:04:09 AM,0.936
32808.327,9:04:10 AM,1.064
32809.482,9:04:11 AM,1.155
32810.571,9:04:12 AM,1.089
32811.644,9:04:13 AM,1.073
32812.61,9:04:14 AM,0.966
32813.546,9:04:15 AM,0.936
32814.42,9:04:16 AM,0.874
32815.292,9:04:17 AM,0.872
32816.169,9:04:18 AM,0.877
32817.051,9:04:19 AM,0.882
32817.922,9:04:20 AM,0.871
32818.834,9:04:21 AM,0.912
32819.786,9:04:22 AM,0.952
32820.785,9:04:23 AM,0.999
32821.752,9:04:24 AM,0.967
32822.758,9:04:25 AM,1.006
32823.802,9:04:26 AM,1.044
32824.841,9:04:27 AM,1.039
32825.865,9:04:28 AM,1.024
32826.894,9:04:29 AM,1.029
32827.873,9:04:30 AM,0.979
32828.82,9:04:31 AM,0.947
32829.734,9:04:32 AM,0.914
32830.686,9:04:33 AM,0.952
32831.636,9:04:33 AM,0.95
32832.596,9:04:34 AM,0.96
32833.569,9:04:35 AM,0.973
32834.498,9:04:36 AM,0.929
32835.387,9:04:37 AM,0.889
32836.278,9:04:38 AM,0.891
32837.175,9:04:39 AM,0.897
32838.062,9:04:40 AM,0.887
32838.926,9:04:41 AM,0.864
32839.776,9:04:42 AM,0.85
32840.617,9:04:42 AM,0.841
32841.451,9:04:43 AM,0.834
32842.338,9:04:44 AM,0.887
32843.258,9:04:45 AM,0.92
32844.2,9:04:46 AM,0.942
32845.196,9:04:47 AM,0.996
32846.185,9:04:48 AM,0.989
32847.265,9:04:49 AM,1.08
32848.365,9:04:50 AM,1.1
32849.435,9:04:51 AM,1.07
32850.508,9:04:52 AM,1.073
32851.597,9:04:53 AM,1.089
32852.644,9:04:54 AM,1.047
32853.793,9:04:56 AM,1.149
32854.937,9:04:57 AM,1.144
32856.119,9:04:58 AM,1.182
32857.377,9:04:59 AM,1.258
32858.605,9:05:00 AM,1.228
32859.802,9:05:02 AM,1.197
32860.951,9:05:03 AM,1.149
32862.025,9:05:04 AM,1.074
32863.111,9:05:05 AM,1.086
32864.103,9:05:06 AM,0.992
32865.048,9:05:07 AM,0.945
32866.03,9:05:08 AM,0.982
32867.007,9:05:09 AM,0.977
32868.125,9:05:10 AM,1.118
32869.381,9:05:11 AM,1.256
32870.582,9:05:12 AM,1.201
32871.76,9:05:14 AM,1.178
32872.83,9:05:15 AM,1.07
32873.769,9:05:16 AM,0.939
32874.706,9:05:17 AM,0.937
32875.647,9:05:17 AM,0.941
32876.555,9:05:18 AM,0.908
32877.499,9:05:19 AM,0.944
32878.467,9:05:20 AM,0.968
32879.409,9:05:21 AM,0.942
32880.356,9:05:22 AM,0.947
32881.328,9:05:23 AM,0.972
32882.261,9:05:24 AM,0.933
32883.161,9:05:25 AM,0.9
32884.091,9:05:26 AM,0.93
32885.004,9:05:27 AM,0.913
32885.894,9:05:28 AM,0.89
32886.804,9:05:29 AM,0.91
32887.758,9:05:30 AM,0.954
32888.709,9:05:31 AM,0.951
32889.689,9:05:32 AM,0.98
32890.649,9:05:32 AM,0.96
32891.68,9:05:34 AM,1.031
32892.675,9:05:35 AM,0.995
32893.676,9:05:36 AM,1.001
32894.674,9:05:37 AM,0.998
32895.644,9:05:37 AM,0.97
32896.538,9:05:38 AM,0.894
32897.43,9:05:39 AM,0.892
32898.339,9:05:40 AM,0.909
32899.26,9:05:41 AM,0.921
32900.228,9:05:42 AM,0.968
32901.276,9:05:43 AM,1.048
32902.346,9:05:44 AM,1.07
32903.473,9:05:45 AM,1.127
32904.532,9:05:46 AM,1.059
32905.52,9:05:47 AM,0.988
32906.509,9:05:48 AM,0.989
32907.492,9:05:49 AM,0.983
32908.543,9:05:50 AM,1.051
32909.62,9:05:51 AM,1.077
32910.796,9:05:53 AM,1.176
32911.964,9:05:54 AM,1.168
32913.04,9:05:55 AM,1.076
32914.09,9:05:56 AM,1.05
32915.049,9:05:57 AM,0.959
32915.95,9:05:58 AM,0.901
32916.896,9:05:59 AM,0.946
32918,9:06:00 AM,1.104
32919.05,9:06:01 AM,1.05
32920.135,9:06:02 AM,1.085
32921.265,9:06:03 AM,1.13
32922.326,9:06:04 AM,1.061
32923.326,9:06:05 AM,1
32924.35,9:06:06 AM,1.024
32925.324,9:06:07 AM,0.974
32926.229,9:06:08 AM,0.905
32927.113,9:06:09 AM,0.884
32928.006,9:06:10 AM,0.893
32928.9,9:06:11 AM,0.894
32929.763,9:06:12 AM,0.863
32930.643,9:06:12 AM,0.88
32931.534,9:06:13 AM,0.891
32932.413,9:06:14 AM,0.879
32933.36,9:06:15 AM,0.947
32934.383,9:06:16 AM,1.023
32935.349,9:06:17 AM,0.966
32936.327,9:06:18 AM,0.978
32937.319,9:06:19 AM,0.992
32938.245,9:06:20 AM,0.926
32939.195,9:06:21 AM,0.95
32940.149,9:06:22 AM,0.954
32941.08,9:06:23 AM,0.931
32941.985,9:06:24 AM,0.905
32942.923,9:06:25 AM,0.938
32943.877,9:06:26 AM,0.954
32944.799,9:06:27 AM,0.922
32945.752,9:06:28 AM,0.953
32946.746,9:06:29 AM,0.994
32947.751,9:06:30 AM,1.005
32948.762,9:06:31 AM,1.011
32949.842,9:06:32 AM,1.08
32950.894,9:06:33 AM,1.052
32951.875,9:06:34 AM,0.981
32952.818,9:06:35 AM,0.943
32953.784,9:06:36 AM,0.966
32954.726,9:06:37 AM,0.942
32955.705,9:06:38 AM,0.979
32956.698,9:06:39 AM,0.993
32957.647,9:06:39 AM,0.949
32958.622,9:06:40 AM,0.975
32959.594,9:06:41 AM,0.972
32960.565,9:06:42 AM,0.971
32961.506,9:06:43 AM,0.941
32962.482,9:06:44 AM,0.976
32963.476,9:06:45 AM,0.994
32964.421,9:06:46 AM,0.945
32965.393,9:06:47 AM,0.972
32966.382,9:06:48 AM,0.989
32967.336,9:06:49 AM,0.954
32968.235,9:06:50 AM,0.899
32969.113,9:06:51 AM,0.878
32970.012,9:06:52 AM,0.899
32970.913,9:06:53 AM,0.901
32971.856,9:06:54 AM,0.943
32972.881,9:06:55 AM,1.025
32973.928,9:06:56 AM,1.047
32974.903,9:06:57 AM,0.975
32975.894,9:06:58 AM,0.991
32976.899,9:06:59 AM,1.005
32977.827,9:07:00 AM,0.928
32978.75,9:07:01 AM,0.923
32979.665,9:07:01 AM,0.915
32980.584,9:07:02 AM,0.919
32981.454,9:07:03 AM,0.87
32982.296,9:07:04 AM,0.842
32983.127,9:07:05 AM,0.831
32984.032,9:07:06 AM,0.905
32984.982,9:07:07 AM,0.95
32986.005,9:07:08 AM,1.023
32987.059,9:07:09 AM,1.054
32988.044,9:07:10 AM,0.985
32989.092,9:07:11 AM,1.048
32990.216,9:07:12 AM,1.124
32991.332,9:07:13 AM,1.116
32992.318,9:07:14 AM,0.986
32993.307,9:07:15 AM,0.989
32994.283,9:07:16 AM,0.976
32995.265,9:07:17 AM,0.982
32996.181,9:07:18 AM,0.916
32997.111,9:07:19 AM,0.93
32998.028,9:07:20 AM,0.917
32998.98,9:07:21 AM,0.952
33000.013,9:07:22 AM,1.033
33000.979,9:07:23 AM,0.966
33001.903,9:07:24 AM,0.924
33002.871,9:07:25 AM,0.968
33003.801,9:07:26 AM,0.93
33004.69,9:07:27 AM,0.889
33005.588,9:07:27 AM,0.898
33006.462,9:07:28 AM,0.874
33007.301,9:07:29 AM,0.839
33008.126,9:07:30 AM,0.825
33008.945,9:07:31 AM,0.819
33009.756,9:07:32 AM,0.811
33010.551,9:07:32 AM,0.795
33011.337,9:07:33 AM,0.786
33012.112,9:07:34 AM,0.775
33012.872,9:07:35 AM,0.76
33013.626,9:07:35 AM,0.754
33014.379,9:07:36 AM,0.753
33015.125,9:07:37 AM,0.746
33015.861,9:07:38 AM,0.736
33016.606,9:07:38 AM,0.745
33017.369,9:07:39 AM,0.763
33018.156,9:07:40 AM,0.787
33018.949,9:07:41 AM,0.793
33019.773,9:07:42 AM,0.824
33020.628,9:07:42 AM,0.855
33021.501,9:07:43 AM,0.873
33022.364,9:07:44 AM,0.863
33023.245,9:07:45 AM,0.881
33024.236,9:07:46 AM,0.991
33025.126,9:07:47 AM,0.89
33025.996,9:07:48 AM,0.87
33026.928,9:07:49 AM,0.932
33027.941,9:07:50 AM,1.013
33028.911,9:07:51 AM,0.97
33029.851,9:07:52 AM,0.94
33030.877,9:07:53 AM,1.026
33031.859,9:07:54 AM,0.982
33032.798,9:07:55 AM,0.939
33033.791,9:07:56 AM,0.993
33034.759,9:07:57 AM,0.968
33035.804,9:07:58 AM,1.045
33036.892,9:07:59 AM,1.088
33038.007,9:08:00 AM,1.115
33039.094,9:08:01 AM,1.087
33040.142,9:08:02 AM,1.048
33041.111,9:08:03 AM,0.969
33042.015,9:08:04 AM,0.904
33042.911,9:08:05 AM,0.896
33043.784,9:08:06 AM,0.873
33044.643,9:08:06 AM,0.859
33045.486,9:08:07 AM,0.843
33046.318,9:08:08 AM,0.832
33047.167,9:08:09 AM,0.849
33048.021,9:08:10 AM,0.854
33048.894,9:08:11 AM,0.873
33049.739,9:08:12 AM,0.845
33050.602,9:08:12 AM,0.863
33051.474,9:08:13 AM,0.872
33052.407,9:08:14 AM,0.933
33053.386,9:08:15 AM,0.979
33054.367,9:08:16 AM,0.981
33055.238,9:08:17 AM,0.871
33056.153,9:08:18 AM,0.915
33057.115,9:08:19 AM,0.962
33058.272,9:08:20 AM,1.157
33059.576,9:08:21 AM,1.304
33060.879,9:08:23 AM,1.303
33062.165,9:08:24 AM,1.286
33063.476,9:08:25 AM,1.311
33064.741,9:08:27 AM,1.265
33066.028,9:08:28 AM,1.287
33067.307,9:08:29 AM,1.279
33068.59,9:08:30 AM,1.283
33069.864,9:08:32 AM,1.274
33071.094,9:08:33 AM,1.23
33072.361,9:08:34 AM,1.267
33073.655,9:08:35 AM,1.294
33074.87,9:08:37 AM,1.215
33076.061,9:08:38 AM,1.191
33077.261,9:08:39 AM,1.2
33078.482,9:08:40 AM,1.221
33079.695,9:08:42 AM,1.213
33080.847,9:08:43 AM,1.152
33082.017,9:08:44 AM,1.17
33083.158,9:08:45 AM,1.141
33084.261,9:08:46 AM,1.103
33085.412,9:08:47 AM,1.151
33086.598,9:08:48 AM,1.186
33087.797,9:08:50 AM,1.199
33089.01,9:08:51 AM,1.213
33090.215,9:08:52 AM,1.205
33091.435,9:08:53 AM,1.22
33092.652,9:08:54 AM,1.217
33093.822,9:08:56 AM,1.17
33094.972,9:08:57 AM,1.15
33096.172,9:08:58 AM,1.2
33097.414,9:08:59 AM,1.242
33098.591,9:09:00 AM,1.177
33099.776,9:09:02 AM,1.185
33100.959,9:09:03 AM,1.183
33102.144,9:09:04 AM,1.185
33103.348,9:09:05 AM,1.204
33104.588,9:09:06 AM,1.24
33105.741,9:09:08 AM,1.153
33106.936,9:09:09 AM,1.195
33108.178,9:09:10 AM,1.242
33109.396,9:09:11 AM,1.218
33110.629,9:09:12 AM,1.233
33111.881,9:09:14 AM,1.252
33113.112,9:09:15 AM,1.231
33114.386,9:09:16 AM,1.274
33115.609,9:09:17 AM,1.223
33116.858,9:09:19 AM,1.249
33118.125,9:09:20 AM,1.267
33119.391,9:09:21 AM,1.266
33120.688,9:09:23 AM,1.297
33121.949,9:09:24 AM,1.261
33123.22,9:09:25 AM,1.271
33124.5,9:09:26 AM,1.28
33125.714,9:09:28 AM,1.214
33126.994,9:09:29 AM,1.28
33128.278,9:09:30 AM,1.284
33129.578,9:09:31 AM,1.3
33130.828,9:09:33 AM,1.25
33132.02,9:09:34 AM,1.192
33133.242,9:09:35 AM,1.222
33134.418,9:09:36 AM,1.176
33135.637,9:09:37 AM,1.219
33136.942,9:09:39 AM,1.305
33138.178,9:09:40 AM,1.236
33139.467,9:09:41 AM,1.289
33140.744,9:09:43 AM,1.277
33142.035,9:09:44 AM,1.291
33143.34,9:09:45 AM,1.305
33144.684,9:09:47 AM,1.344
33146.005,9:09:48 AM,1.321
33147.343,9:09:49 AM,1.338
33148.646,9:09:50 AM,1.303
33149.94,9:09:52 AM,1.294
33151.186,9:09:53 AM,1.246
33152.443,9:09:54 AM,1.257
33153.602,9:09:55 AM,1.159
33154.843,9:09:57 AM,1.241
33156.124,9:09:58 AM,1.281
33157.437,9:09:59 AM,1.313
33158.734,9:10:01 AM,1.297
33160.065,9:10:02 AM,1.331
33161.388,9:10:03 AM,1.323
33162.656,9:10:04 AM,1.268
33163.93,9:10:06 AM,1.274
33165.185,9:10:07 AM,1.255
33166.487,9:10:08 AM,1.302
33167.801,9:10:10 AM,1.314
33169.088,9:10:11 AM,1.287
33170.387,9:10:12 AM,1.299
33171.64,9:10:13 AM,1.253
33172.957,9:10:15 AM,1.317
33174.255,9:10:16 AM,1.298
33175.559,9:10:17 AM,1.304
33176.892,9:10:19 AM,1.333
33178.147,9:10:20 AM,1.255
33179.455,9:10:21 AM,1.308
33180.712,9:10:23 AM,1.257
33181.997,9:10:24 AM,1.285
33183.264,9:10:25 AM,1.267
33184.532,9:10:26 AM,1.268
33185.821,9:10:28 AM,1.289
33187.023,9:10:29 AM,1.202
33188.268,9:10:30 AM,1.245
33189.494,9:10:31 AM,1.226
33190.736,9:10:33 AM,1.242
33191.994,9:10:34 AM,1.258
33193.233,9:10:35 AM,1.239
33194.459,9:10:36 AM,1.226
33195.753,9:10:38 AM,1.294
33197.024,9:10:39 AM,1.271
33198.363,9:10:40 AM,1.339
33199.653,9:10:41 AM,1.29
33200.964,9:10:43 AM,1.311
33202.257,9:10:44 AM,1.293
33203.473,9:10:45 AM,1.216
33204.705,9:10:47 AM,1.232
33205.96,9:10:48 AM,1.255
33207.175,9:10:49 AM,1.215
33208.42,9:10:50 AM,1.245
33209.643,9:10:51 AM,1.223
33210.866,9:10:53 AM,1.223
33212.154,9:10:54 AM,1.288
33213.391,9:10:55 AM,1.237
33214.662,9:10:56 AM,1.271
33215.941,9:10:58 AM,1.279
33217.178,9:10:59 AM,1.237
33218.465,9:11:00 AM,1.287
33219.679,9:11:02 AM,1.214
33220.881,9:11:03 AM,1.202
33222.102,9:11:04 AM,1.221
33223.306,9:11:05 AM,1.204
33224.576,9:11:06 AM,1.27
33225.88,9:11:08 AM,1.304
33227.126,9:11:09 AM,1.246
33228.414,9:11:10 AM,1.288
33229.667,9:11:11 AM,1.253
33230.921,9:11:13 AM,1.254
33232.153,9:11:14 AM,1.232
33233.278,9:11:15 AM,1.125
33234.457,9:11:16 AM,1.179
33235.668,9:11:17 AM,1.211
33236.841,9:11:19 AM,1.173
33238.073,9:11:20 AM,1.232
33239.295,9:11:21 AM,1.222
33240.512,9:11:22 AM,1.217
33241.745,9:11:24 AM,1.233
33242.972,9:11:25 AM,1.227
33244.26,9:11:26 AM,1.288
33245.502,9:11:27 AM,1.242
33246.765,9:11:29 AM,1.263
33248.032,9:11:30 AM,1.267
33249.267,9:11:31 AM,1.235
33250.575,9:11:32 AM,1.308
33251.849,9:11:34 AM,1.274
33252.934,9:11:35 AM,1.085
33254.062,9:11:36 AM,1.128
33255.233,9:11:37 AM,1.171
33256.494,9:11:38 AM,1.261
33257.763,9:11:40 AM,1.269
33259.01,9:11:41 AM,1.247
33260.321,9:11:42 AM,1.311
33261.652,9:11:43 AM,1.331
33262.934,9:11:45 AM,1.282
33264.25,9:11:46 AM,1.316
33265.599,9:11:47 AM,1.349
33266.87,9:11:49 AM,1.271
33268.168,9:11:50 AM,1.298
33269.456,9:11:51 AM,1.288
33270.69,9:11:53 AM,1.234
33271.931,9:11:54 AM,1.241
33273.212,9:11:55 AM,1.281
33274.478,9:11:56 AM,1.266
33275.765,9:11:58 AM,1.287
33277.034,9:11:59 AM,1.269
33278.3,9:12:00 AM,1.266
33279.606,9:12:01 AM,1.306
33280.886,9:12:03 AM,1.28
33282.134,9:12:04 AM,1.248
33283.42,9:12:05 AM,1.286
33284.662,9:12:06 AM,1.242
33285.898,9:12:08 AM,1.236
33287.163,9:12:09 AM,1.265
33288.386,9:12:10 AM,1.223
33289.663,9:12:11 AM,1.277
33290.94,9:12:13 AM,1.277
33292.158,9:12:14 AM,1.218
33293.428,9:12:15 AM,1.27
33294.651,9:12:16 AM,1.223
33295.893,9:12:18 AM,1.242
33297.165,9:12:19 AM,1.272
33298.391,9:12:20 AM,1.226
33299.675,9:12:22 AM,1.284
33300.923,9:12:23 AM,1.248
33302.182,9:12:24 AM,1.259
33303.436,9:12:25 AM,1.254
33304.643,9:12:26 AM,1.207
33305.93,9:12:28 AM,1.287
33307.189,9:12:29 AM,1.259
33308.437,9:12:30 AM,1.248
33309.733,9:12:32 AM,1.296
33310.966,9:12:33 AM,1.233
33312.222,9:12:34 AM,1.256
33313.425,9:12:35 AM,1.203
33314.505,9:12:36 AM,1.08
33315.644,9:12:37 AM,1.139
33316.805,9:12:39 AM,1.161
33317.945,9:12:40 AM,1.14
33319.144,9:12:41 AM,1.199
33320.352,9:12:42 AM,1.208
33321.585,9:12:43 AM,1.233
33322.83,9:12:45 AM,1.245
33324.048,9:12:46 AM,1.218
33325.285,9:12:47 AM,1.237
33326.51,9:12:48 AM,1.225
33327.684,9:12:50 AM,1.174
33328.884,9:12:51 AM,1.2
33330.1,9:12:52 AM,1.216
33331.304,9:12:53 AM,1.204
33332.53,9:12:54 AM,1.226
33333.747,9:12:56 AM,1.217
33334.953,9:12:57 AM,1.206
33336.139,9:12:58 AM,1.186
33337.223,9:12:59 AM,1.084
33338.287,9:13:00 AM,1.064
33339.288,9:13:01 AM,1.001
33340.313,9:13:02 AM,1.025
33341.616,9:13:03 AM,1.303
33342.845,9:13:05 AM,1.229
33344.123,9:13:06 AM,1.278
33345.419,9:13:07 AM,1.296
33346.648,9:13:08 AM,1.229
33347.926,9:13:10 AM,1.278
33349.156,9:13:11 AM,1.23
33350.329,9:13:12 AM,1.173
33351.473,9:13:13 AM,1.144
33352.514,9:13:14 AM,1.041
33353.48,9:13:15 AM,0.966
33354.356,9:13:16 AM,0.876
33355.224,9:13:17 AM,0.868
33356.072,9:13:18 AM,0.848
33356.913,9:13:19 AM,0.841
33357.741,9:13:20 AM,0.828
33358.556,9:13:20 AM,0.815
33359.385,9:13:21 AM,0.829
33360.225,9:13:22 AM,0.84
33361.084,9:13:23 AM,0.859
33361.918,9:13:24 AM,0.834
33362.744,9:13:25 AM,0.826
33363.597,9:13:25 AM,0.853
33364.475,9:13:26 AM,0.878
33365.345,9:13:27 AM,0.87
33366.221,9:13:28 AM,0.876
33367.146,9:13:29 AM,0.925
33368.122,9:13:30 AM,0.976
33369.086,9:13:31 AM,0.964
33370.177,9:13:32 AM,1.091
33371.409,9:13:33 AM,1.232
33372.549,9:13:34 AM,1.14
33373.783,9:13:36 AM,1.234
33375.041,9:13:37 AM,1.258
33376.306,9:13:38 AM,1.265
33377.601,9:13:39 AM,1.295
33378.822,9:13:41 AM,1.221
33380.12,9:13:42 AM,1.298
33381.451,9:13:43 AM,1.331
33382.765,9:13:45 AM,1.314
33384.124,9:13:46 AM,1.359
33385.415,9:13:47 AM,1.291
33386.769,9:13:49 AM,1.354
33388.051,9:13:50 AM,1.282
33389.387,9:13:51 AM,1.336
33390.752,9:13:53 AM,1.365
33392.055,9:13:54 AM,1.303
33393.412,9:13:55 AM,1.357
33394.707,9:13:57 AM,1.295
33396.018,9:13:58 AM,1.311
33397.344,9:13:59 AM,1.326
33398.644,9:14:00 AM,1.3
33400.015,9:14:02 AM,1.371
33401.197,9:14:03 AM,1.182
33402.548,9:14:04 AM,1.351
33403.859,9:14:06 AM,1.311
33405.103,9:14:07 AM,1.244
33406.306,9:14:08 AM,1.203
33407.514,9:14:09 AM,1.208
33408.648,9:14:10 AM,1.134
33409.871,9:14:12 AM,1.223
33411.141,9:14:13 AM,1.27
33412.246,9:14:14 AM,1.105
33413.29,9:14:15 AM,1.044
33414.54,9:14:16 AM,1.25
33415.886,9:14:18 AM,1.346
33417.258,9:14:19 AM,1.372
33418.641,9:14:20 AM,1.383
33419.911,9:14:22 AM,1.27
33421.227,9:14:23 AM,1.316
33422.589,9:14:24 AM,1.362
33423.951,9:14:26 AM,1.362
33425.273,9:14:27 AM,1.322
33426.65,9:14:28 AM,1.377
33428.022,9:14:30 AM,1.372
33429.366,9:14:31 AM,1.344
33430.735,9:14:33 AM,1.369
33432.009,9:14:34 AM,1.274
33433.296,9:14:35 AM,1.287
33434.615,9:14:36 AM,1.319
33435.883,9:14:38 AM,1.268
33437.069,9:14:39 AM,1.186
33438.229,9:14:40 AM,1.16
33439.516,9:14:41 AM,1.287
33440.901,9:14:43 AM,1.385
33442.22,9:14:44 AM,1.319
33443.604,9:14:45 AM,1.384
33444.967,9:14:47 AM,1.363
33446.329,9:14:48 AM,1.362
33447.685,9:14:50 AM,1.356
33449.001,9:14:51 AM,1.316
33450.37,9:14:52 AM,1.369
33451.722,9:14:54 AM,1.352
33453.056,9:14:55 AM,1.334
33454.389,9:14:56 AM,1.333
33455.774,9:14:58 AM,1.385
33457.173,9:14:59 AM,1.399
33458.589,9:15:00 AM,1.416
33460.024,9:15:02 AM,1.435
33461.415,9:15:03 AM,1.391
33462.778,9:15:05 AM,1.363
